system,replicate,frame,time_us,parent_n_nodes,parent_n_edges,parent_edge_density,parent_mean_partner_number,parent_largest_component_fraction,parent_free_chain_fraction,MED1_parent_mean_partner_number,OCT4_parent_mean_partner_number,block_n_nodes,block_n_eligible_external_pairs,block_n_edges,block_edge_density,block_mean_partner_number,block_largest_component_fraction,continuity_block_n_edges,continuity_block_n_covalent_edges,continuity_block_largest_component_fraction,continuity_block_residue_LCC_fraction,cross_parent_residue_contacts_per_100_residues,MED1_cross_parent_contact_incidences_per_100_residues,OCT4_cross_parent_contact_incidences_per_100_residues,n_sibling_MED1_fragment_edges_excluded,n_sibling_MED1_residue_pairs_excluded,DNA_direct_MED1_parent_count,DNA_direct_OCT4_parent_count,DNA_linked_physical_fraction,DNA_direct_physical_fraction,DNA_second_physical_fraction,DNA_third_plus_physical_fraction,DNA_linked_residue_fraction,DNA_direct_residue_fraction,DNA_second_residue_fraction,DNA_third_plus_residue_fraction,DNA_linked_parent_fraction,DNA_direct_parent_fraction,DNA_second_parent_fraction,DNA_third_plus_parent_fraction,DNA_linked_bead_all_count,DNA_linked_bead_all_total_weight,DNA_linked_bead_all_mean_nm,DNA_linked_bead_all_q90_nm,DNA_linked_bead_OCT4_count,DNA_linked_bead_OCT4_total_weight,DNA_linked_bead_OCT4_mean_nm,DNA_linked_bead_OCT4_q90_nm,DNA_linked_bead_MED1_count,DNA_linked_bead_MED1_total_weight,DNA_linked_bead_MED1_mean_nm,DNA_linked_bead_MED1_q90_nm,DNA_linked_parent_weighted_bead_all_count,DNA_linked_parent_weighted_bead_all_total_weight,DNA_linked_parent_weighted_bead_all_mean_nm,DNA_linked_parent_weighted_bead_all_q90_nm,DNA_linked_parent_weighted_bead_OCT4_count,DNA_linked_parent_weighted_bead_OCT4_total_weight,DNA_linked_parent_weighted_bead_OCT4_mean_nm,DNA_linked_parent_weighted_bead_OCT4_q90_nm,DNA_linked_parent_weighted_bead_MED1_count,DNA_linked_parent_weighted_bead_MED1_total_weight,DNA_linked_parent_weighted_bead_MED1_mean_nm,DNA_linked_parent_weighted_bead_MED1_q90_nm,DNA_linked_physical_chain_com_all_count,DNA_linked_physical_chain_com_all_total_weight,DNA_linked_physical_chain_com_all_mean_nm,DNA_linked_physical_chain_com_all_q90_nm,DNA_linked_physical_chain_com_OCT4_count,DNA_linked_physical_chain_com_OCT4_total_weight,DNA_linked_physical_chain_com_OCT4_mean_nm,DNA_linked_physical_chain_com_OCT4_q90_nm,DNA_linked_physical_chain_com_MED1_count,DNA_linked_physical_chain_com_MED1_total_weight,DNA_linked_physical_chain_com_MED1_mean_nm,DNA_linked_physical_chain_com_MED1_q90_nm,DNA_linked_block_com_all_count,DNA_linked_block_com_all_total_weight,DNA_linked_block_com_all_mean_nm,DNA_linked_block_com_all_q90_nm,DNA_linked_block_com_OCT4_count,DNA_linked_block_com_OCT4_total_weight,DNA_linked_block_com_OCT4_mean_nm,DNA_linked_block_com_OCT4_q90_nm,DNA_linked_block_com_MED1_count,DNA_linked_block_com_MED1_total_weight,DNA_linked_block_com_MED1_mean_nm,DNA_linked_block_com_MED1_q90_nm
M10O90D1-S2,work,3801,3.801,100,174.0,0.0351515151515151,3.48,0.56,0.23,4.6,3.355555555555556,130,8325.0,182.0,0.0218618618618618,2.8,0.3615384615384615,202,20,0.4846153846153846,0.4796515245799627,76.39701306782825,63.43453510436433,196.39814814814812,0,0,3.0,35.0,0.509090909090909,0.3454545454545454,0.0727272727272727,0.0909090909090909,0.4796515245799627,0.3095208462974486,0.0775980087118855,0.0925326695706285,0.54,0.38,0.08,0.1,23124.0,23124.0,12.499503568087096,34.772098413953415,17640.0,17640.0,9.646978947234135,32.999538313818825,5484.0,5484.0,21.67502040102768,43.00639778773122,23124.0,54.0,11.012557418916652,34.30039700661701,17640.0,49.0,9.64697894723414,33.003409735058895,5484.0,5.0,24.39522644140529,47.808163723515946,56.0,56.0,10.141072552116452,34.17270945878743,49.0,49.0,8.471741664240488,34.17270945878743,7.0,7.0,21.8263887672482,48.05403785331929,63.0,63.0,11.391447359044454,34.60277327202022,49.0,49.0,8.471741664240488,34.17270945878743,14.0,14.0,21.61041729085833,40.18085523677934
M10O90D1-S2,work,3901,3.901,100,187.0,0.0377777777777777,3.74,0.64,0.18,5.0,3.6,130,8325.0,196.0,0.0235435435435435,3.0153846153846158,0.5153846153846153,216,20,0.5538461538461539,0.5504667081518357,74.63181912466294,53.75079063883618,195.8703703703704,0,0,3.0,35.0,0.5727272727272728,0.3454545454545454,0.0909090909090909,0.1363636363636363,0.5504667081518357,0.3095208462974486,0.1024891101431238,0.1384567517112632,0.61,0.38,0.1,0.15,26538.0,26538.0,12.715743893966032,29.2108991553887,19440.0,19440.0,9.87359843750204,23.22294577402943,7098.0,7098.0,20.49981090913369,35.79618131193257,26538.0,60.99999999999999,11.2045293090092,26.960435032808,19440.0,54.00000000000001,9.873598437502036,23.22583081482013,7098.0,6.999999999999999,21.47171031777872,36.66015294102103,63.0,63.0,10.405067603325014,26.35112857804249,54.0,54.0,8.809532383249024,23.715561161467704,9.0,9.0,19.978278923780955,37.33629687846954,72.0,72.0,11.752942615920489,27.57680078368904,54.0,54.0,8.809532383249024,23.715561161467704,18.0,18.0,20.58317331393487,34.01208659439134
M10O90D1-S2,work,4001,4.001,100,165.0,0.0333333333333333,3.3,0.51,0.2,3.1,3.3222222222222224,130,8325.0,171.0,0.0205405405405405,2.6307692307692307,0.3846153846153846,191,20,0.4076923076923077,0.4009334163036714,71.38975316324414,45.95192915876028,190.02777777777777,0,0,2.0,35.0,0.4454545454545454,0.3363636363636363,0.0545454545454545,0.0545454545454545,0.4009334163036714,0.2934660858742999,0.044803982576229,0.0626633478531425,0.49,0.37,0.06,0.06,19329.0,19329.0,7.907822222857266,18.28202609445819,16200.0,16200.0,6.354960381240028,13.584226825821654,3129.0,3129.0,15.9475671363118,24.69036533512802,19329.0,49.00000000000001,7.135081957709571,16.230621510738555,16200.0,44.99999999999999,6.354960381240031,13.590166511891889,3129.0,3.999999999999999,15.91144969299194,24.672588948206368,49.0,49.0,5.864707667846021,16.319194657924424,45.0,45.0,5.140665259829219,11.875342371258736,4.0,4.0,14.010184758035049,18.952518925655088,53.0,53.0,6.662623787467588,17.34329301354141,45.0,45.0,5.140665259829219,11.875342371258736,8.0,8.0,15.223640505433416,23.86975212475612
M10O90D1-S2,work,4101,4.101,100,193.0,0.0389898989898989,3.86,0.62,0.19,3.2,3.933333333333333,130,8325.0,198.0,0.0237837837837837,3.046153846153846,0.4153846153846154,218,20,0.4384615384615384,0.4308027380211574,75.1897946484132,42.839974699557246,202.8549382716049,0,0,2.0,36.0,0.4818181818181818,0.3454545454545454,0.1363636363636363,0.0,0.4308027380211574,0.3009334163036714,0.129869321717486,0.0,0.53,0.38,0.15,0.0,20769.0,20769.0,7.297431437621618,13.852693457316272,17640.0,17640.0,6.022832402219654,12.450286437276002,3129.0,3129.0,14.48309042914947,34.00266839208095,20769.0,53.00000000000001,6.6652761990666844,13.128699035749728,17640.0,49.0,6.022832402219655,12.451099595430518,3129.0,3.999999999999999,14.53521271044281,34.31996776918508,53.0,53.0,5.440956918773366,11.249434544109103,49.0,49.0,4.804257808591353,11.249434544109103,4.0,4.0,13.240521018503015,26.60921396423286,57.0,57.0,6.099637809662806,12.873315913590838,49.0,49.0,4.804257808591353,11.249434544109103,8.0,8.0,14.033840316225458,40.908536815865936
M10O90D1-S2,work,4201,4.2010000000000005,100,160.0,0.0323232323232323,3.2,0.54,0.29,3.3,3.188888888888889,130,8325.0,172.0,0.0206606606606606,2.646153846153846,0.3769230769230769,192,20,0.4153846153846154,0.4113254511512134,68.6392864550923,54.80075901328273,177.52469135802468,0,0,2.0,34.0,0.4363636363636363,0.3272727272727272,0.0818181818181818,0.0272727272727272,0.4113254511512134,0.2859987554449284,0.085749844430616,0.0395768512756689,0.47,0.36,0.09,0.03,19830.0,19830.0,8.898490689966689,22.58361649632214,15120.0,15120.0,6.076959163290924,12.32006818709564,4710.0,4710.0,17.95614603674749,33.174800129372905,19830.0,47.0,7.226930569043198,14.395987039410596,15120.0,41.99999999999999,6.076959163290925,12.321821522338263,4710.0,5.0,16.886690377362292,29.5124062869604,48.0,48.0,6.1166093322252335,15.12396254574421,42.0,42.0,4.568689219482275,10.421949117701994,6.0,6.0,16.952050121425945,32.4816675711113,54.0,54.0,7.431214217817785,22.037877351818963,42.0,42.0,4.568689219482275,10.421949117701994,12.0,12.0,17.45005171199207,28.21865573419859
M10O90D1-S2,work,4301,4.301,100,147.0,0.0296969696969696,2.94,0.64,0.18,4.2,2.8,130,8325.0,151.0,0.0181381381381381,2.3230769230769237,0.3230769230769231,171,20,0.3384615384615385,0.3332918481642812,63.38933831155362,39.32321315623023,169.4537037037037,0,0,1.0,33.0,0.3727272727272727,0.3090909090909091,0.0636363636363636,0.0,0.3332918481642812,0.2624766645924082,0.070815183571873,0.0,0.41,0.34,0.07,0.0,16068.0,16068.0,6.228613022126254,12.664111330562353,13680.0,13680.0,5.122114694926504,10.675630600719202,2388.0,2388.0,12.567347157843423,17.61899168234202,16068.0,40.99999999999999,5.667474381697663,11.812510517634816,13680.0,37.99999999999999,5.122114694926504,10.67690872713479,2388.0,3.0,12.57536374746566,17.62393882137796,41.0,41.0,4.368056665665471,10.22904762487292,38.0,38.0,3.752603552824599,9.500794531042622,3.0,3.0,12.163796094983203,12.386926762708756,44.0,44.0,4.904194732908738,11.61309514040916,38.0,38.0,3.752603552824599,9.500794531042622,6.0,6.0,12.197605540108285,15.747297208951183
M10O90D1-S2,work,4401,4.401,100,155.0,0.0313131313131313,3.1,0.6,0.23,4.3,2.966666666666667,130,8325.0,164.0,0.0196996996996997,2.523076923076923,0.4461538461538462,184,20,0.4923076923076923,0.4920970752955818,67.44658784484547,58.64010120177103,172.10185185185185,0,0,2.0,32.0,0.5,0.3090909090909091,0.1454545454545454,0.0454545454545454,0.4920970752955818,0.2717485998755445,0.1651524579962663,0.055196017423771,0.53,0.34,0.15,0.05,23724.0,23724.0,9.251683523518562,18.415692611639685,16560.0,16560.0,6.8058754097211525,14.18683451134566,7164.0,7164.0,14.905310319231162,25.744075640558155,23724.0,53.0,7.802577027022536,15.869148575405166,16560.0,45.99999999999999,6.805875409721154,14.187286265894848,7164.0,7.0,14.352330512145915,25.98732073950937,55.0,55.0,6.862282016327943,15.529152083985812,46.0,46.0,5.449134034424137,13.644395737881045,9.0,9.0,14.08503836828072,24.250656672556723,64.0,64.0,8.020930692285216,16.87248150672293,46.0,46.0,5.449134034424137,13.644395737881045,18.0,18.0,14.5932999290413,23.803244631519547
M10O90D1-S2,work,4501,4.501,100,153.0,0.0309090909090909,3.06,0.43,0.19,4.0,2.955555555555556,130,8325.0,163.0,0.0195795795795795,2.507692307692308,0.3153846153846154,183,20,0.3230769230769231,0.3165525824517735,74.62974486621033,53.0550284629981,196.2037037037037,0,0,1.0,33.0,0.3636363636363636,0.3090909090909091,0.0545454545454545,0.0,0.3165525824517735,0.2624766645924082,0.0540759178593652,0.0,0.4,0.34,0.06,0.0,15261.0,15261.0,5.26367175334231,10.777873559138303,13680.0,13680.0,4.764479915604572,9.78919836826253,1581.0,1581.0,9.58305463775233,19.796603363469007,15261.0,39.99999999999999,5.009239779504234,10.270193566341147,13680.0,37.99999999999999,4.764479915604574,9.790888698062288,1581.0,2.0,9.65967719359778,19.87458853592895,40.0,40.0,3.5115804072502934,7.793237765658526,38.0,38.0,3.257242111465012,7.793237765658526,2.0,2.0,8.344008027170641,12.309255161482502,42.0,42.0,3.782780297443595,7.793237765658526,38.0,38.0,3.257242111465012,7.793237765658526,4.0,4.0,8.775393064240141,18.937707802589085
M10O90D1-S2,work,4601,4.601,100,160.0,0.0323232323232323,3.2,0.7,0.17,5.8,2.911111111111111,130,8325.0,173.0,0.0207807807807807,2.6615384615384614,0.3461538461538461,193,20,0.3538461538461538,0.3518357187305538,76.4281269446173,85.59139784946237,185.679012345679,0,0,2.0,32.0,0.3727272727272727,0.3090909090909091,0.0454545454545454,0.0181818181818181,0.3518357187305538,0.2717485998755445,0.05588052271313,0.0242065961418792,0.4,0.34,0.05,0.02,16962.0,16962.0,6.57578480120053,15.247515834127515,12960.0,12960.0,5.152640454036561,10.699652663351502,4002.0,4002.0,11.184468144340222,18.767973393584604,16962.0,39.99999999999999,5.790784339087339,13.176095692366689,12960.0,36.0,5.152640454036561,10.731299869821514,4002.0,3.999999999999999,11.53407930454432,18.767973393584604,41.0,41.0,4.316631348790693,10.981553982738353,36.0,36.0,3.477192047333456,5.253035972012452,5.0,5.0,10.360594319282807,16.91487530462806,46.0,46.0,5.061501418897601,15.78727940683705,36.0,36.0,3.477192047333456,5.253035972012452,10.0,10.0,10.765015156528523,15.947066923444012
M10O90D1-S2,work,4701,4.7010000000000005,100,163.0,0.0329292929292929,3.26,0.58,0.17,4.7,3.1,130,8325.0,175.0,0.021021021021021,2.6923076923076925,0.3307692307692307,195,20,0.3923076923076923,0.389607965152458,79.2843808338519,75.31309297912713,199.19444444444449,0,0,2.0,34.0,0.4090909090909091,0.3272727272727272,0.0363636363636363,0.0454545454545454,0.389607965152458,0.2866832607342875,0.0391412570006222,0.0637834474175482,0.44,0.36,0.04,0.04,18783.0,18783.0,10.242642157158,29.850921709401295,14040.0,14040.0,6.320884913166556,12.156625055524602,4743.0,4743.0,21.851638932540645,42.27931324734856,18783.0,44.0,7.719863283401339,18.57725335071493,14040.0,38.99999999999999,6.320884913166559,12.157831565942688,4743.0,5.0,18.63189457123265,40.888489552080834,45.0,45.0,7.183213564833238,23.41846787329576,39.0,39.0,4.959204040621474,12.920173763294496,6.0,6.0,21.6392754722097,43.52896090086421,51.0,51.0,8.938026712909604,29.586992216622445,39.0,39.0,4.959204040621474,12.920173763294496,12.0,12.0,21.869200397846026,42.9023439072528
M10O90D1-S2,work,4801,4.801,100,168.0,0.0339393939393939,3.36,0.56,0.23,3.6,3.333333333333333,130,8325.0,177.0,0.0212612612612612,2.723076923076923,0.3923076923076923,197,20,0.4,0.394835096453018,77.3366521468575,52.73877292852625,204.4135802469136,0,0,2.0,36.0,0.4363636363636363,0.3454545454545454,0.0727272727272727,0.0181818181818181,0.394835096453018,0.3016179215930304,0.0690105787181082,0.0242065961418792,0.48,0.38,0.08,0.02,19035.0,19035.0,6.527274057938165,12.67413427945884,15840.0,15840.0,5.354244254669133,11.016179057809683,3195.0,3195.0,12.342858434708573,27.63627457923517,19035.0,48.00000000000001,5.943830404122304,11.943291112353506,15840.0,43.99999999999999,5.354244254669136,11.016474850946013,3195.0,4.0,12.429278048107184,27.73124880098139,48.0,48.0,4.3541877265896165,11.178042883459938,44.0,44.0,3.713909196294678,10.142772308801096,4.0,4.0,11.397251559833936,18.522136217272976,52.0,52.0,4.971331898944753,11.178042883459938,44.0,44.0,3.713909196294678,10.142772308801096,8.0,8.0,11.887156763520156,29.21022811868008
M10O90D1-S2,work,4901,4.901,100,160.0,0.0323232323232323,3.2,0.54,0.22,4.1,3.1,130,8325.0,171.0,0.0205405405405405,2.6307692307692307,0.3538461538461538,191,20,0.3615384615384615,0.353889234598631,72.30657539929476,52.175838077166354,189.71913580246917,0,0,2.0,34.0,0.4090909090909091,0.3272727272727272,0.0454545454545454,0.0363636363636363,0.353889234598631,0.2866832607342875,0.0373366521468574,0.029869321717486,0.45,0.36,0.05,0.04,17061.0,17061.0,6.673477815987343,16.355347825023767,15480.0,15480.0,6.397983483249618,14.266026538104834,1581.0,1581.0,9.37091758245158,25.32102177757069,17061.0,44.99999999999999,6.534846713136875,15.171019130966505,15480.0,42.99999999999999,6.39798348324962,14.26803806313744,1581.0,2.0,9.477406155712831,25.343940254709597,45.0,45.0,5.20683761498657,12.70389569590082,43.0,43.0,5.098635693561343,12.163233557114378,2.0,2.0,7.533178925628949,12.70389569590082,47.0,47.0,5.402212171925321,19.55640980477997,43.0,43.0,5.098635693561343,12.163233557114378,4.0,4.0,8.665659314338072,22.633630686503245
M10O90-S4,work,1001,1.001,100,89.0,0.0179797979797979,1.78,0.42,0.24,4.8,1.4444444444444444,130,8325.0,104.0,0.0124924924924924,1.6,0.1,104,0,0.1,0.1002696535988384,64.69612113669363,106.71726755218216,140.45679012345678,10,6368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1101,1.101,100,70.0,0.0141414141414141,1.4,0.34,0.25,3.5,1.1666666666666667,130,8325.0,82.0,0.0098498498498498,1.2615384615384615,0.0923076923076923,82,0,0.0923076923076923,0.0950217797137523,57.158265919933626,96.90702087286527,122.81172839506172,10,7982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1201,1.201,100,65.0,0.0131313131313131,1.3,0.19,0.32,3.0,1.1111111111111112,130,8325.0,74.0,0.0088888888888888,1.1384615384615384,0.1076923076923077,74,0,0.1076923076923077,0.1091889649450321,53.87056627255756,75.26249209361164,123.5895061728395,10,6763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1301,1.301,100,73.0,0.0147474747474747,1.46,0.2,0.25,4.1,1.1666666666666667,130,8325.0,84.0,0.01009009009009,1.2923076923076924,0.0538461538461538,84,0,0.0538461538461538,0.0540759178593652,56.02364654635968,92.3529411764706,121.6574074074074,10,5999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1401,1.401,100,72.0,0.0145454545454545,1.44,0.16,0.31,4.3,1.1222222222222222,130,8325.0,81.0,0.0097297297297297,1.2461538461538462,0.1076923076923077,81,0,0.1076923076923077,0.1099564405724953,55.83488902717279,84.83238456672991,124.76543209876544,10,5970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1501,1.501,100,79.0,0.0159595959595959,1.58,0.38,0.27,4.7,1.2333333333333334,130,8325.0,94.0,0.0112912912912912,1.446153846153846,0.1076923076923077,94,0,0.1076923076923077,0.1091889649450321,60.385812072184194,111.77735610373182,125.1604938271605,11,6238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1601,1.601,100,87.0,0.0175757575757575,1.74,0.38,0.31,4.7,1.4111111111111112,130,8325.0,101.0,0.0121321321321321,1.553846153846154,0.0846153846153846,101,0,0.0846153846153846,0.0875544492843808,64.19415059116366,100.5819101834282,141.95679012345678,10,6950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1701,1.701,100,74.0,0.0149494949494949,1.48,0.12,0.24,3.6,1.2444444444444445,130,8325.0,86.0,0.0103303303303303,1.323076923076923,0.0692307692307692,86,0,0.0692307692307692,0.070815183571873,60.14934660858743,84.32005060088551,137.85493827160494,10,7033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1801,1.801,100,63.0,0.0127272727272727,1.26,0.19,0.36,4.0,0.9555555555555556,130,8325.0,76.0,0.0091291291291291,1.1692307692307693,0.0615384615384615,76,0,0.0615384615384615,0.0634723086496577,57.7266127359469,99.22833649588868,123.37037037037037,11,6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,1901,1.901,100,80.0,0.0161616161616161,1.6,0.27,0.3,4.8,1.2444444444444445,130,8325.0,92.0,0.011051051051051,1.4153846153846157,0.1,92,0,0.1,0.1018875751918689,54.54055175274839,79.70904490828589,123.41358024691358,10,6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2001,2.001,100,68.0,0.0137373737373737,1.36,0.26,0.29,4.0,1.0666666666666669,130,8325.0,79.0,0.0094894894894894,1.2153846153846153,0.0692307692307692,79,0,0.0692307692307692,0.072121966397013,48.76996473760631,81.72043010752688,105.25925925925924,10,6197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2101,2.101,100,70.0,0.0141414141414141,1.4,0.18,0.32,3.4,1.1777777777777778,130,8325.0,84.0,0.01009009009009,1.2923076923076924,0.1076923076923077,84,0,0.1076923076923077,0.1081518357187305,61.73408006637627,103.04870335230866,133.4320987654321,10,7674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2201,2.201,100,84.0,0.0169696969696969,1.68,0.21,0.21,4.4,1.3777777777777778,130,8325.0,102.0,0.0122522522522522,1.5692307692307692,0.0923076923076923,102,0,0.0923076923076923,0.0970960381663555,62.98070939639079,115.55344718532574,131.04012345679013,11,5963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2301,2.301,100,69.0,0.0139393939393939,1.38,0.19,0.35,4.8,1.0,130,8325.0,85.0,0.0102102102102102,1.3076923076923077,0.0846153846153846,85,0,0.0846153846153846,0.0875544492843808,55.87637419622485,89.77229601518026,122.4783950617284,10,6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2401,2.401,100,71.0,0.0143434343434343,1.42,0.18,0.24,3.3,1.211111111111111,130,8325.0,78.0,0.0093693693693693,1.2,0.0769230769230769,78,0,0.0769230769230769,0.0785521676000829,53.80626426052686,73.87729285262492,124.07407407407408,10,5868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2501,2.501,100,77.0,0.0155555555555555,1.54,0.43,0.27,5.6,1.0888888888888888,130,8325.0,91.0,0.0109309309309309,1.4,0.0923076923076923,91,0,0.0923076923076923,0.0922837585563161,54.862061812901885,106.8943706514864,111.10493827160494,9,5232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2601,2.601,100,82.0,0.0165656565656565,1.64,0.23,0.24,4.5,1.3222222222222222,130,8325.0,94.0,0.0112912912912912,1.446153846153846,0.1153846153846153,94,0,0.1153846153846153,0.1154947106409458,54.835096453018046,86.57179000632512,120.94135802469135,10,4838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2701,2.701,100,77.0,0.0155555555555555,1.54,0.48,0.34,5.2,1.1333333333333333,130,8325.0,88.0,0.0105705705705705,1.353846153846154,0.1846153846153846,88,0,0.1846153846153846,0.1889027172785729,46.66251814976146,86.78684376976597,96.51543209876544,9,5902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2801,2.801,100,78.0,0.0157575757575757,1.56,0.22,0.28,4.3,1.2555555555555555,130,8325.0,90.0,0.0108108108108108,1.3846153846153846,0.0692307692307692,90,0,0.0692307692307692,0.070130678282514,52.43725368180876,87.27387729285263,113.46296296296296,9,6045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,2901,2.901,100,78.0,0.0157575757575757,1.56,0.32,0.28,5.1,1.1666666666666667,130,8325.0,91.0,0.0109309309309309,1.4,0.0692307692307692,91,0,0.0692307692307692,0.0706907280647168,58.94835096453018,94.75015812776724,129.19135802469137,10,5498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3001,3.001,100,72.0,0.0145454545454545,1.44,0.45,0.21,3.9,1.1666666666666667,130,8325.0,83.0,0.0099699699699699,1.2769230769230768,0.0846153846153846,83,0,0.0846153846153846,0.0851483094793611,60.10578718108276,83.32068311195447,138.21296296296296,9,5550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3101,3.101,100,82.0,0.0165656565656565,1.64,0.25,0.27,3.8,1.4,130,8325.0,89.0,0.0106906906906906,1.3692307692307693,0.0615384615384615,89,0,0.0615384615384615,0.0636175067413399,58.01078614395354,71.00569259962049,137.98765432098764,9,4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3201,3.201,100,72.0,0.0145454545454545,1.44,0.2,0.33,4.2,1.1333333333333333,130,8325.0,85.0,0.0102102102102102,1.3076923076923077,0.0846153846153846,85,0,0.0846153846153846,0.0878241028832192,56.87824102883219,95.43959519291587,122.69444444444444,9,5947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3301,3.301,100,77.0,0.0155555555555555,1.54,0.39,0.28,3.8,1.288888888888889,130,8325.0,89.0,0.0106906906906906,1.3692307692307693,0.1153846153846153,89,0,0.1153846153846153,0.115619166148102,55.590126529765605,90.28462998102466,121.37654320987654,9,5363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3401,3.401,100,70.0,0.0141414141414141,1.4,0.31,0.29,3.4,1.1777777777777778,130,8325.0,82.0,0.0098498498498498,1.2615384615384615,0.1846153846153846,82,0,0.1846153846153846,0.1875959344534329,52.009956440572495,93.81404174573056,109.0,10,5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3501,3.501,100,75.0,0.0151515151515151,1.5,0.15,0.29,3.4,1.288888888888889,130,8325.0,85.0,0.0102102102102102,1.3076923076923077,0.0769230769230769,85,0,0.0769230769230769,0.0775150383737813,61.30678282514001,90.92979127134726,138.07407407407408,10,5335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3601,3.601,100,72.0,0.0145454545454545,1.44,0.16,0.24,3.2,1.2444444444444445,130,8325.0,85.0,0.0102102102102102,1.3076923076923077,0.0923076923076923,85,0,0.0923076923076923,0.0933001451980916,62.21323376892761,87.79253636938647,142.30246913580248,11,5076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M10O90-S4,work,3701,3.701,100,79.0,0.0159595959595959,1.58,0.24,0.3,4.5,1.2555555555555555,130,8325.0,91.0,0.0109309309309309,1.4,0.1,91,0,0.1,0.1020742584526031,55.96141879278158,80.96774193548387,127.02777777777776,11,6367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
