replicate,system,frame,time_us,box_nm,n_MED1_sequence_equivalents,n_MED1_physical_chains,n_OCT4,n_DNA,n_physical_proteins,direct_largest_protein_fraction,augmented_largest_protein_fraction,DNA_component_protein_fraction,DNA_component_MED1,DNA_component_OCT4,n_PP_edges,PP_edge_density,OO_contact_probability,MM_contact_probability,OM_contact_probability,OD_contact_probability,MD_contact_probability,OCT4_mean_degree,MED1_mean_degree,DNA_mean_degree,OCT4_fraction_contacting_DNA,MED1_fraction_contacting_DNA,DNA_Rg_nm,DNA_Ree_nm,DNA_asphericity,DNA_fraction_beads_contacting_OCT4,DNA_fraction_beads_contacting_MED1,DNA_fraction_beads_contacting_any_protein,N_OCT4_molecules_contacting_DNA,N_MED1_molecules_contacting_DNA
work,M0O100,1001,1.001,75.0,0,0,100,0,100,0.08,0.08,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work,M0O100,1101,1.101,75.0,0,0,100,0,100,0.09,0.09,,,,60,0.0121212121212121,0.0121212121212121,,,,,1.2,,,0.0,,,,,,,,,
work,M0O100,1201,1.201,75.0,0,0,100,0,100,0.07,0.07,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work,M0O100,1301,1.301,75.0,0,0,100,0,100,0.08,0.08,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work,M0O100,1401,1.401,75.0,0,0,100,0,100,0.09,0.09,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work,M0O100,1501,1.501,75.0,0,0,100,0,100,0.05,0.05,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work,M0O100,1601,1.601,75.0,0,0,100,0,100,0.1,0.1,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work,M0O100,1701,1.701,75.0,0,0,100,0,100,0.16,0.16,,,,51,0.0103030303030303,0.0103030303030303,,,,,1.02,,,0.0,,,,,,,,,
work,M0O100,1801,1.801,75.0,0,0,100,0,100,0.09,0.09,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work,M0O100,1901,1.901,75.0,0,0,100,0,100,0.11,0.11,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work,M0O100,2001,2.001,75.0,0,0,100,0,100,0.08,0.08,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work,M0O100,2101,2.101,75.0,0,0,100,0,100,0.12,0.12,,,,69,0.0139393939393939,0.0139393939393939,,,,,1.38,,,0.0,,,,,,,,,
work,M0O100,2201,2.201,75.0,0,0,100,0,100,0.13,0.13,,,,60,0.0121212121212121,0.0121212121212121,,,,,1.2,,,0.0,,,,,,,,,
work,M0O100,2301,2.301,75.0,0,0,100,0,100,0.07,0.07,,,,46,0.0092929292929292,0.0092929292929292,,,,,0.92,,,0.0,,,,,,,,,
work,M0O100,2401,2.401,75.0,0,0,100,0,100,0.1,0.1,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work,M0O100,2501,2.501,75.0,0,0,100,0,100,0.09,0.09,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work,M0O100,2601,2.601,75.0,0,0,100,0,100,0.06,0.06,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work,M0O100,2701,2.701,75.0,0,0,100,0,100,0.06,0.06,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work,M0O100,2801,2.801,75.0,0,0,100,0,100,0.06,0.06,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work,M0O100,2901,2.901,75.0,0,0,100,0,100,0.1,0.1,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work,M0O100,3001,3.001,75.0,0,0,100,0,100,0.06,0.06,,,,35,0.007070707070707,0.007070707070707,,,,,0.7,,,0.0,,,,,,,,,
work,M0O100,3101,3.101,75.0,0,0,100,0,100,0.08,0.08,,,,55,0.0111111111111111,0.0111111111111111,,,,,1.1,,,0.0,,,,,,,,,
work,M0O100,3201,3.201,75.0,0,0,100,0,100,0.07,0.07,,,,41,0.0082828282828282,0.0082828282828282,,,,,0.82,,,0.0,,,,,,,,,
work,M0O100,3301,3.301,75.0,0,0,100,0,100,0.07,0.07,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work,M0O100,3401,3.401,75.0,0,0,100,0,100,0.09,0.09,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work,M0O100,3501,3.501,75.0,0,0,100,0,100,0.1,0.1,,,,73,0.0147474747474747,0.0147474747474747,,,,,1.46,,,0.0,,,,,,,,,
work,M0O100,3601,3.601,75.0,0,0,100,0,100,0.07,0.07,,,,49,0.0098989898989898,0.0098989898989898,,,,,0.98,,,0.0,,,,,,,,,
work,M0O100,3701,3.701,75.0,0,0,100,0,100,0.16,0.16,,,,54,0.0109090909090909,0.0109090909090909,,,,,1.08,,,0.0,,,,,,,,,
work,M0O100,3801,3.801,75.0,0,0,100,0,100,0.07,0.07,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work,M0O100,3901,3.901,75.0,0,0,100,0,100,0.07,0.07,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work,M0O100,4001,4.001,75.0,0,0,100,0,100,0.06,0.06,,,,44,0.0088888888888888,0.0088888888888888,,,,,0.88,,,0.0,,,,,,,,,
work,M0O100,4101,4.101,75.0,0,0,100,0,100,0.07,0.07,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work,M0O100,4201,4.2010000000000005,75.0,0,0,100,0,100,0.07,0.07,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work,M0O100,4301,4.301,75.0,0,0,100,0,100,0.09,0.09,,,,63,0.0127272727272727,0.0127272727272727,,,,,1.26,,,0.0,,,,,,,,,
work,M0O100,4401,4.401,75.0,0,0,100,0,100,0.09,0.09,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work,M0O100,4501,4.501,75.0,0,0,100,0,100,0.09,0.09,,,,66,0.0133333333333333,0.0133333333333333,,,,,1.32,,,0.0,,,,,,,,,
work,M0O100,4601,4.601,75.0,0,0,100,0,100,0.19,0.19,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work,M0O100,4701,4.7010000000000005,75.0,0,0,100,0,100,0.11,0.11,,,,64,0.0129292929292929,0.0129292929292929,,,,,1.28,,,0.0,,,,,,,,,
work,M0O100,4801,4.801,75.0,0,0,100,0,100,0.14,0.14,,,,69,0.0139393939393939,0.0139393939393939,,,,,1.38,,,0.0,,,,,,,,,
work,M0O100,4901,4.901,75.0,0,0,100,0,100,0.1,0.1,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work-1,M0O100,1001,1.001,75.0,0,0,100,0,100,0.08,0.08,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work-1,M0O100,1101,1.101,75.0,0,0,100,0,100,0.1,0.1,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work-1,M0O100,1201,1.201,75.0,0,0,100,0,100,0.06,0.06,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-1,M0O100,1301,1.301,75.0,0,0,100,0,100,0.11,0.11,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work-1,M0O100,1401,1.401,75.0,0,0,100,0,100,0.08,0.08,,,,65,0.0131313131313131,0.0131313131313131,,,,,1.3,,,0.0,,,,,,,,,
work-1,M0O100,1501,1.501,75.0,0,0,100,0,100,0.06,0.06,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-1,M0O100,1601,1.601,75.0,0,0,100,0,100,0.09,0.09,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work-1,M0O100,1701,1.701,75.0,0,0,100,0,100,0.12,0.12,,,,63,0.0127272727272727,0.0127272727272727,,,,,1.26,,,0.0,,,,,,,,,
work-1,M0O100,1801,1.801,75.0,0,0,100,0,100,0.13,0.13,,,,65,0.0131313131313131,0.0131313131313131,,,,,1.3,,,0.0,,,,,,,,,
work-1,M0O100,1901,1.901,75.0,0,0,100,0,100,0.09,0.09,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work-1,M0O100,2001,2.001,75.0,0,0,100,0,100,0.06,0.06,,,,33,0.0066666666666666,0.0066666666666666,,,,,0.66,,,0.0,,,,,,,,,
work-1,M0O100,2101,2.101,75.0,0,0,100,0,100,0.06,0.06,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work-1,M0O100,2201,2.201,75.0,0,0,100,0,100,0.13,0.13,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work-1,M0O100,2301,2.301,75.0,0,0,100,0,100,0.06,0.06,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work-1,M0O100,2401,2.401,75.0,0,0,100,0,100,0.09,0.09,,,,49,0.0098989898989898,0.0098989898989898,,,,,0.98,,,0.0,,,,,,,,,
work-1,M0O100,2501,2.501,75.0,0,0,100,0,100,0.1,0.1,,,,49,0.0098989898989898,0.0098989898989898,,,,,0.98,,,0.0,,,,,,,,,
work-1,M0O100,2601,2.601,75.0,0,0,100,0,100,0.06,0.06,,,,44,0.0088888888888888,0.0088888888888888,,,,,0.88,,,0.0,,,,,,,,,
work-1,M0O100,2701,2.701,75.0,0,0,100,0,100,0.08,0.08,,,,51,0.0103030303030303,0.0103030303030303,,,,,1.02,,,0.0,,,,,,,,,
work-1,M0O100,2801,2.801,75.0,0,0,100,0,100,0.09,0.09,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work-1,M0O100,2901,2.901,75.0,0,0,100,0,100,0.09,0.09,,,,75,0.0151515151515151,0.0151515151515151,,,,,1.5,,,0.0,,,,,,,,,
work-1,M0O100,3001,3.001,75.0,0,0,100,0,100,0.1,0.1,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work-1,M0O100,3101,3.101,75.0,0,0,100,0,100,0.11,0.11,,,,55,0.0111111111111111,0.0111111111111111,,,,,1.1,,,0.0,,,,,,,,,
work-1,M0O100,3201,3.201,75.0,0,0,100,0,100,0.09,0.09,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-1,M0O100,3301,3.301,75.0,0,0,100,0,100,0.06,0.06,,,,46,0.0092929292929292,0.0092929292929292,,,,,0.92,,,0.0,,,,,,,,,
work-1,M0O100,3401,3.401,75.0,0,0,100,0,100,0.09,0.09,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-1,M0O100,3501,3.501,75.0,0,0,100,0,100,0.08,0.08,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work-1,M0O100,3601,3.601,75.0,0,0,100,0,100,0.09,0.09,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-1,M0O100,3701,3.701,75.0,0,0,100,0,100,0.07,0.07,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work-1,M0O100,3801,3.801,75.0,0,0,100,0,100,0.06,0.06,,,,69,0.0139393939393939,0.0139393939393939,,,,,1.38,,,0.0,,,,,,,,,
work-1,M0O100,3901,3.901,75.0,0,0,100,0,100,0.09,0.09,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-1,M0O100,4001,4.001,75.0,0,0,100,0,100,0.09,0.09,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work-1,M0O100,4101,4.101,75.0,0,0,100,0,100,0.09,0.09,,,,56,0.0113131313131313,0.0113131313131313,,,,,1.12,,,0.0,,,,,,,,,
work-1,M0O100,4201,4.2010000000000005,75.0,0,0,100,0,100,0.06,0.06,,,,63,0.0127272727272727,0.0127272727272727,,,,,1.26,,,0.0,,,,,,,,,
work-1,M0O100,4301,4.301,75.0,0,0,100,0,100,0.17,0.17,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work-1,M0O100,4401,4.401,75.0,0,0,100,0,100,0.04,0.04,,,,43,0.0086868686868686,0.0086868686868686,,,,,0.86,,,0.0,,,,,,,,,
work-1,M0O100,4501,4.501,75.0,0,0,100,0,100,0.1,0.1,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work-1,M0O100,4601,4.601,75.0,0,0,100,0,100,0.11,0.11,,,,65,0.0131313131313131,0.0131313131313131,,,,,1.3,,,0.0,,,,,,,,,
work-1,M0O100,4701,4.7010000000000005,75.0,0,0,100,0,100,0.06,0.06,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work-1,M0O100,4801,4.801,75.0,0,0,100,0,100,0.14,0.14,,,,66,0.0133333333333333,0.0133333333333333,,,,,1.32,,,0.0,,,,,,,,,
work-1,M0O100,4901,4.901,75.0,0,0,100,0,100,0.07,0.07,,,,51,0.0103030303030303,0.0103030303030303,,,,,1.02,,,0.0,,,,,,,,,
work-2,M0O100,1001,1.001,75.0,0,0,100,0,100,0.09,0.09,,,,73,0.0147474747474747,0.0147474747474747,,,,,1.46,,,0.0,,,,,,,,,
work-2,M0O100,1101,1.101,75.0,0,0,100,0,100,0.08,0.08,,,,50,0.0101010101010101,0.0101010101010101,,,,,1.0,,,0.0,,,,,,,,,
work-2,M0O100,1201,1.201,75.0,0,0,100,0,100,0.17,0.17,,,,66,0.0133333333333333,0.0133333333333333,,,,,1.32,,,0.0,,,,,,,,,
work-2,M0O100,1301,1.301,75.0,0,0,100,0,100,0.08,0.08,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work-2,M0O100,1401,1.401,75.0,0,0,100,0,100,0.06,0.06,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-2,M0O100,1501,1.501,75.0,0,0,100,0,100,0.11,0.11,,,,64,0.0129292929292929,0.0129292929292929,,,,,1.28,,,0.0,,,,,,,,,
work-2,M0O100,1601,1.601,75.0,0,0,100,0,100,0.08,0.08,,,,78,0.0157575757575757,0.0157575757575757,,,,,1.56,,,0.0,,,,,,,,,
work-2,M0O100,1701,1.701,75.0,0,0,100,0,100,0.05,0.05,,,,51,0.0103030303030303,0.0103030303030303,,,,,1.02,,,0.0,,,,,,,,,
work-2,M0O100,1801,1.801,75.0,0,0,100,0,100,0.13,0.13,,,,67,0.0135353535353535,0.0135353535353535,,,,,1.34,,,0.0,,,,,,,,,
work-2,M0O100,1901,1.901,75.0,0,0,100,0,100,0.07,0.07,,,,60,0.0121212121212121,0.0121212121212121,,,,,1.2,,,0.0,,,,,,,,,
work-2,M0O100,2001,2.001,75.0,0,0,100,0,100,0.12,0.12,,,,63,0.0127272727272727,0.0127272727272727,,,,,1.26,,,0.0,,,,,,,,,
work-2,M0O100,2101,2.101,75.0,0,0,100,0,100,0.11,0.11,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work-2,M0O100,2201,2.201,75.0,0,0,100,0,100,0.22,0.22,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work-2,M0O100,2301,2.301,75.0,0,0,100,0,100,0.07,0.07,,,,62,0.0125252525252525,0.0125252525252525,,,,,1.24,,,0.0,,,,,,,,,
work-2,M0O100,2401,2.401,75.0,0,0,100,0,100,0.1,0.1,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work-2,M0O100,2501,2.501,75.0,0,0,100,0,100,0.08,0.08,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work-2,M0O100,2601,2.601,75.0,0,0,100,0,100,0.07,0.07,,,,58,0.0117171717171717,0.0117171717171717,,,,,1.16,,,0.0,,,,,,,,,
work-2,M0O100,2701,2.701,75.0,0,0,100,0,100,0.06,0.06,,,,50,0.0101010101010101,0.0101010101010101,,,,,1.0,,,0.0,,,,,,,,,
work-2,M0O100,2801,2.801,75.0,0,0,100,0,100,0.07,0.07,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-2,M0O100,2901,2.901,75.0,0,0,100,0,100,0.08,0.08,,,,60,0.0121212121212121,0.0121212121212121,,,,,1.2,,,0.0,,,,,,,,,
work-2,M0O100,3001,3.001,75.0,0,0,100,0,100,0.06,0.06,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-2,M0O100,3101,3.101,75.0,0,0,100,0,100,0.07,0.07,,,,49,0.0098989898989898,0.0098989898989898,,,,,0.98,,,0.0,,,,,,,,,
work-2,M0O100,3201,3.201,75.0,0,0,100,0,100,0.09,0.09,,,,61,0.0123232323232323,0.0123232323232323,,,,,1.22,,,0.0,,,,,,,,,
work-2,M0O100,3301,3.301,75.0,0,0,100,0,100,0.09,0.09,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work-2,M0O100,3401,3.401,75.0,0,0,100,0,100,0.08,0.08,,,,63,0.0127272727272727,0.0127272727272727,,,,,1.26,,,0.0,,,,,,,,,
work-2,M0O100,3501,3.501,75.0,0,0,100,0,100,0.06,0.06,,,,49,0.0098989898989898,0.0098989898989898,,,,,0.98,,,0.0,,,,,,,,,
work-2,M0O100,3601,3.601,75.0,0,0,100,0,100,0.13,0.13,,,,70,0.0141414141414141,0.0141414141414141,,,,,1.4,,,0.0,,,,,,,,,
work-2,M0O100,3701,3.701,75.0,0,0,100,0,100,0.11,0.11,,,,64,0.0129292929292929,0.0129292929292929,,,,,1.28,,,0.0,,,,,,,,,
work-2,M0O100,3801,3.801,75.0,0,0,100,0,100,0.07,0.07,,,,51,0.0103030303030303,0.0103030303030303,,,,,1.02,,,0.0,,,,,,,,,
work-2,M0O100,3901,3.901,75.0,0,0,100,0,100,0.08,0.08,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-2,M0O100,4001,4.001,75.0,0,0,100,0,100,0.07,0.07,,,,48,0.0096969696969696,0.0096969696969696,,,,,0.96,,,0.0,,,,,,,,,
work-2,M0O100,4101,4.101,75.0,0,0,100,0,100,0.05,0.05,,,,57,0.0115151515151515,0.0115151515151515,,,,,1.14,,,0.0,,,,,,,,,
work-2,M0O100,4201,4.2010000000000005,75.0,0,0,100,0,100,0.09,0.09,,,,65,0.0131313131313131,0.0131313131313131,,,,,1.3,,,0.0,,,,,,,,,
work-2,M0O100,4301,4.301,75.0,0,0,100,0,100,0.09,0.09,,,,59,0.0119191919191919,0.0119191919191919,,,,,1.18,,,0.0,,,,,,,,,
work-2,M0O100,4401,4.401,75.0,0,0,100,0,100,0.08,0.08,,,,64,0.0129292929292929,0.0129292929292929,,,,,1.28,,,0.0,,,,,,,,,
work-2,M0O100,4501,4.501,75.0,0,0,100,0,100,0.08,0.08,,,,53,0.0107070707070707,0.0107070707070707,,,,,1.06,,,0.0,,,,,,,,,
work-2,M0O100,4601,4.601,75.0,0,0,100,0,100,0.15,0.15,,,,67,0.0135353535353535,0.0135353535353535,,,,,1.34,,,0.0,,,,,,,,,
work-2,M0O100,4701,4.7010000000000005,75.0,0,0,100,0,100,0.09,0.09,,,,54,0.0109090909090909,0.0109090909090909,,,,,1.08,,,0.0,,,,,,,,,
work-2,M0O100,4801,4.801,75.0,0,0,100,0,100,0.05,0.05,,,,36,0.0072727272727272,0.0072727272727272,,,,,0.72,,,0.0,,,,,,,,,
work-2,M0O100,4901,4.901,75.0,0,0,100,0,100,0.07,0.07,,,,52,0.0105050505050505,0.0105050505050505,,,,,1.04,,,0.0,,,,,,,,,
work,M5O95,1001,1.001,79.020236,5,5,95,0,100,0.09,0.09,,,,57,0.0115151515151515,0.0091825307950727,0.0,0.0336842105263157,,,1.0315789473684212,3.2,,0.0,0.0,,,,,,,,
work,M5O95,1101,1.101,79.020236,5,5,95,0,100,0.18,0.18,,,,60,0.0121212121212121,0.0105263157894736,0.0,0.0273684210526315,,,1.1263157894736842,2.6,,0.0,0.0,,,,,,,,
work,M5O95,1201,1.201,79.020236,5,5,95,0,100,0.16,0.16,,,,69,0.0139393939393939,0.0114221724524076,0.1,0.0357894736842105,,,1.2526315789473683,3.8,,0.0,0.0,,,,,,,,
work,M5O95,1301,1.301,79.020236,5,5,95,0,100,0.09,0.09,,,,68,0.0137373737373737,0.011646136618141,0.0,0.0336842105263157,,,1.263157894736842,3.2,,0.0,0.0,,,,,,,,
work,M5O95,1401,1.401,79.020236,5,5,95,0,100,0.23,0.23,,,,61,0.0123232323232323,0.0100783874580067,0.1,0.031578947368421,,,1.105263157894737,3.4,,0.0,0.0,,,,,,,,
work,M5O95,1501,1.501,79.020236,5,5,95,0,100,0.08,0.08,,,,50,0.0101010101010101,0.0087346024636058,0.0,0.0231578947368421,,,0.936842105263158,2.2,,0.0,0.0,,,,,,,,
work,M5O95,1601,1.601,79.020236,5,5,95,0,100,0.19,0.19,,,,82,0.0165656565656565,0.0143337066069428,0.1,0.0357894736842105,,,1.5263157894736843,3.8,,0.0,0.0,,,,,,,,
work,M5O95,1701,1.701,79.020236,5,5,95,0,100,0.16,0.16,,,,58,0.0117171717171717,0.0094064949608062,0.2,0.0294736842105263,,,1.0315789473684212,3.6,,0.0,0.0,,,,,,,,
work,M5O95,1801,1.801,79.020236,5,5,95,0,100,0.16,0.16,,,,63,0.0127272727272727,0.0103023516237402,0.0,0.0357894736842105,,,1.1473684210526316,3.4,,0.0,0.0,,,,,,,,
work,M5O95,1901,1.901,79.020236,5,5,95,0,100,0.1,0.1,,,,69,0.0139393939393939,0.012094064949608,0.0,0.031578947368421,,,1.2947368421052632,3.0,,0.0,0.0,,,,,,,,
work,M5O95,2001,2.001,79.020236,5,5,95,0,100,0.07,0.07,,,,57,0.0115151515151515,0.0105263157894736,0.1,0.0189473684210526,,,1.0842105263157895,2.2,,0.0,0.0,,,,,,,,
work,M5O95,2101,2.101,79.020236,5,5,95,0,100,0.14,0.14,,,,64,0.0129292929292929,0.0103023516237402,0.1,0.0357894736842105,,,1.1473684210526316,3.8,,0.0,0.0,,,,,,,,
work,M5O95,2201,2.201,79.020236,5,5,95,0,100,0.19,0.19,,,,76,0.0153535353535353,0.012541993281075,0.0,0.0421052631578947,,,1.3894736842105264,4.0,,0.0,0.0,,,,,,,,
work,M5O95,2301,2.301,79.020236,5,5,95,0,100,0.14,0.14,,,,64,0.0129292929292929,0.0107502799552071,0.2,0.0294736842105263,,,1.1578947368421053,3.6,,0.0,0.0,,,,,,,,
work,M5O95,2401,2.401,79.020236,5,5,95,0,100,0.09,0.09,,,,52,0.0105050505050505,0.0078387458006718,0.1,0.0336842105263157,,,0.9052631578947368,3.6,,0.0,0.0,,,,,,,,
work,M5O95,2501,2.501,79.020236,5,5,95,0,100,0.11,0.11,,,,57,0.0115151515151515,0.0094064949608062,0.0,0.031578947368421,,,1.0421052631578946,3.0,,0.0,0.0,,,,,,,,
work,M5O95,2601,2.601,79.020236,5,5,95,0,100,0.13,0.13,,,,54,0.0109090909090909,0.0096304591265397,0.0,0.0231578947368421,,,1.0210526315789474,2.2,,0.0,0.0,,,,,,,,
work,M5O95,2701,2.701,79.020236,5,5,95,0,100,0.1,0.1,,,,64,0.0129292929292929,0.0127659574468085,0.0,0.0147368421052631,,,1.2736842105263158,1.4,,0.0,0.0,,,,,,,,
work,M5O95,2801,2.801,79.020236,5,5,95,0,100,0.1,0.1,,,,54,0.0109090909090909,0.0105263157894736,0.0,0.0147368421052631,,,1.063157894736842,1.4,,0.0,0.0,,,,,,,,
work,M5O95,2901,2.901,79.020236,5,5,95,0,100,0.13,0.13,,,,60,0.0121212121212121,0.0103023516237402,0.1,0.0273684210526315,,,1.105263157894737,3.0,,0.0,0.0,,,,,,,,
work,M5O95,3001,3.001,79.020236,5,5,95,0,100,0.08,0.08,,,,64,0.0129292929292929,0.0100783874580067,0.0,0.04,,,1.1473684210526316,3.8,,0.0,0.0,,,,,,,,
work,M5O95,3101,3.101,79.020236,5,5,95,0,100,0.3,0.3,,,,70,0.0141414141414141,0.011646136618141,0.1,0.0357894736842105,,,1.2736842105263158,3.8,,0.0,0.0,,,,,,,,
work,M5O95,3201,3.201,79.020236,5,5,95,0,100,0.13,0.13,,,,60,0.0121212121212121,0.0091825307950727,0.1,0.0378947368421052,,,1.0526315789473684,4.0,,0.0,0.0,,,,,,,,
work,M5O95,3301,3.301,79.020236,5,5,95,0,100,0.09,0.09,,,,60,0.0121212121212121,0.0098544232922732,0.0,0.0336842105263157,,,1.0947368421052632,3.2,,0.0,0.0,,,,,,,,
work,M5O95,3401,3.401,79.020236,5,5,95,0,100,0.09,0.09,,,,66,0.0133333333333333,0.0114221724524076,0.1,0.0294736842105263,,,1.2210526315789474,3.2,,0.0,0.0,,,,,,,,
work,M5O95,3501,3.501,79.020236,5,5,95,0,100,0.1,0.1,,,,63,0.0127272727272727,0.0118701007838745,0.1,0.0189473684210526,,,1.2105263157894737,2.2,,0.0,0.0,,,,,,,,
work,M5O95,3601,3.601,79.020236,5,5,95,0,100,0.1,0.1,,,,65,0.0131313131313131,0.0109742441209406,0.0,0.0336842105263157,,,1.2,3.2,,0.0,0.0,,,,,,,,
work,M5O95,3701,3.701,79.020236,5,5,95,0,100,0.09,0.09,,,,62,0.0125252525252525,0.0111982082866741,0.0,0.0252631578947368,,,1.1789473684210523,2.4,,0.0,0.0,,,,,,,,
work,M5O95,3801,3.801,79.020236,5,5,95,0,100,0.32,0.32,,,,57,0.0115151515151515,0.0076147816349384,0.2,0.0442105263157894,,,0.936842105263158,5.0,,0.0,0.0,,,,,,,,
work,M5O95,3901,3.901,79.020236,5,5,95,0,100,0.08,0.08,,,,64,0.0129292929292929,0.0111982082866741,0.0,0.0294736842105263,,,1.2,2.8,,0.0,0.0,,,,,,,,
work,M5O95,4001,4.001,79.020236,5,5,95,0,100,0.07,0.07,,,,48,0.0096969696969696,0.0089585666293393,0.0,0.0168421052631578,,,0.9263157894736842,1.6,,0.0,0.0,,,,,,,,
work,M5O95,4101,4.101,79.020236,5,5,95,0,100,0.18,0.18,,,,55,0.0111111111111111,0.0094064949608062,0.0,0.0273684210526315,,,1.0210526315789474,2.6,,0.0,0.0,,,,,,,,
work,M5O95,4201,4.2010000000000005,79.020236,5,5,95,0,100,0.2,0.2,,,,76,0.0153535353535353,0.0123180291153415,0.1,0.0421052631578947,,,1.368421052631579,4.4,,0.0,0.0,,,,,,,,
work,M5O95,4301,4.301,79.020236,5,5,95,0,100,0.17,0.17,,,,68,0.0137373737373737,0.0111982082866741,0.1,0.0357894736842105,,,1.231578947368421,3.8,,0.0,0.0,,,,,,,,
