replicate,system,frame,time_us,box_nm,n_MED1_sequence_equivalents,n_MED1_physical_chains,n_OCT4,n_DNA,n_physical_proteins,direct_largest_protein_fraction,augmented_largest_protein_fraction,DNA_component_protein_fraction,DNA_component_MED1,DNA_component_OCT4,n_PP_edges,PP_edge_density,OO_contact_probability,MM_contact_probability,OM_contact_probability,OD_contact_probability,MD_contact_probability,OCT4_mean_degree,MED1_mean_degree,DNA_mean_degree,OCT4_fraction_contacting_DNA,MED1_fraction_contacting_DNA,DNA_Rg_nm,DNA_Ree_nm,DNA_asphericity,DNA_fraction_beads_contacting_OCT4,DNA_fraction_beads_contacting_MED1,DNA_fraction_beads_contacting_any_protein,N_OCT4_molecules_contacting_DNA,N_MED1_molecules_contacting_DNA
work-1,M25O75,4801,4.801,92.035503,25,25,75,0,100,0.17,0.17,,,,67,0.0135353535353535,0.009009009009009,0.04,0.016,,,1.0666666666666669,2.16,,0.0,0.0,,,,,,,,
work-1,M25O75,4901,4.901,92.035503,25,25,75,0,100,0.24,0.24,,,,75,0.0151515151515151,0.0068468468468468,0.05,0.0218666666666666,,,1.0533333333333332,2.84,,0.0,0.0,,,,,,,,
work-2,M25O75,1001,1.001,92.035503,25,25,75,0,100,0.21,0.21,,,,79,0.0159595959595959,0.0079279279279279,0.0433333333333333,0.0234666666666666,,,1.1733333333333331,2.8,,0.0,0.0,,,,,,,,
work-2,M25O75,1101,1.101,92.035503,25,25,75,0,100,0.16,0.16,,,,69,0.0139393939393939,0.0079279279279279,0.03,0.0202666666666666,,,1.0933333333333333,2.24,,0.0,0.0,,,,,,,,
work-2,M25O75,1201,1.201,92.035503,25,25,75,0,100,0.22,0.22,,,,87,0.0175757575757575,0.0093693693693693,0.0433333333333333,0.0256,,,1.3333333333333333,2.96,,0.0,0.0,,,,,,,,
work-2,M25O75,1301,1.301,92.035503,25,25,75,0,100,0.13,0.13,,,,62,0.0125252525252525,0.005045045045045,0.0233333333333333,0.0218666666666666,,,0.92,2.2,,0.0,0.0,,,,,,,,
work-2,M25O75,1401,1.401,92.035503,25,25,75,0,100,0.21,0.21,,,,76,0.0153535353535353,0.0082882882882882,0.0466666666666666,0.0208,,,1.1333333333333333,2.68,,0.0,0.0,,,,,,,,
work-2,M25O75,1501,1.501,92.035503,25,25,75,0,100,0.15,0.15,,,,69,0.0139393939393939,0.0079279279279279,0.04,0.0186666666666666,,,1.0533333333333332,2.36,,0.0,0.0,,,,,,,,
work-2,M25O75,1601,1.601,92.035503,25,25,75,0,100,0.11,0.11,,,,61,0.0123232323232323,0.0075675675675675,0.03,0.0165333333333333,,,0.9733333333333334,1.96,,0.0,0.0,,,,,,,,
work-2,M25O75,1701,1.701,92.035503,25,25,75,0,100,0.23,0.23,,,,76,0.0153535353535353,0.0068468468468468,0.0433333333333333,0.0234666666666666,,,1.0933333333333333,2.8,,0.0,0.0,,,,,,,,
work-2,M25O75,1801,1.801,92.035503,25,25,75,0,100,0.13,0.13,,,,65,0.0131313131313131,0.0064864864864864,0.0333333333333333,0.0197333333333333,,,0.9733333333333334,2.28,,0.0,0.0,,,,,,,,
work-2,M25O75,1901,1.901,92.035503,25,25,75,0,100,0.12,0.12,,,,61,0.0123232323232323,0.0054054054054054,0.03,0.0197333333333333,,,0.8933333333333333,2.2,,0.0,0.0,,,,,,,,
work-2,M25O75,2001,2.001,92.035503,25,25,75,0,100,0.15,0.15,,,,61,0.0123232323232323,0.0046846846846846,0.0433333333333333,0.0186666666666666,,,0.8133333333333334,2.44,,0.0,0.0,,,,,,,,
work-2,M25O75,2101,2.101,92.035503,25,25,75,0,100,0.26,0.26,,,,81,0.0163636363636363,0.0093693693693693,0.0366666666666666,0.0234666666666666,,,1.28,2.64,,0.0,0.0,,,,,,,,
work-2,M25O75,2201,2.201,92.035503,25,25,75,0,100,0.18,0.18,,,,91,0.0183838383838383,0.0122522522522522,0.0466666666666666,0.0229333333333333,,,1.48,2.84,,0.0,0.0,,,,,,,,
work-2,M25O75,2301,2.301,92.035503,25,25,75,0,100,0.27,0.27,,,,69,0.0139393939393939,0.0086486486486486,0.04,0.0176,,,1.08,2.28,,0.0,0.0,,,,,,,,
work-2,M25O75,2401,2.401,92.035503,25,25,75,0,100,0.25,0.25,,,,54,0.0109090909090909,0.005045045045045,0.0266666666666666,0.0170666666666666,,,0.8,1.92,,0.0,0.0,,,,,,,,
work-2,M25O75,2501,2.501,92.035503,25,25,75,0,100,0.3,0.3,,,,79,0.0159595959595959,0.0061261261261261,0.0466666666666666,0.0256,,,1.0933333333333333,3.04,,0.0,0.0,,,,,,,,
work-2,M25O75,2601,2.601,92.035503,25,25,75,0,100,0.4,0.4,,,,78,0.0157575757575757,0.0068468468468468,0.04,0.0250666666666666,,,1.1333333333333333,2.84,,0.0,0.0,,,,,,,,
work-2,M25O75,2701,2.701,92.035503,25,25,75,0,100,0.11,0.11,,,,59,0.0119191919191919,0.0064864864864864,0.03,0.0170666666666666,,,0.9066666666666666,2.0,,0.0,0.0,,,,,,,,
work-2,M25O75,2801,2.801,92.035503,25,25,75,0,100,0.14,0.14,,,,68,0.0137373737373737,0.0075675675675675,0.04,0.0186666666666666,,,1.0266666666666666,2.36,,0.0,0.0,,,,,,,,
work-2,M25O75,2901,2.901,92.035503,25,25,75,0,100,0.27,0.27,,,,78,0.0157575757575757,0.0082882882882882,0.0466666666666666,0.0218666666666666,,,1.16,2.76,,0.0,0.0,,,,,,,,
work-2,M25O75,3001,3.001,92.035503,25,25,75,0,100,0.18,0.18,,,,69,0.0139393939393939,0.0054054054054054,0.0433333333333333,0.0218666666666666,,,0.9466666666666668,2.68,,0.0,0.0,,,,,,,,
work-2,M25O75,3101,3.101,92.035503,25,25,75,0,100,0.17,0.17,,,,79,0.0159595959595959,0.0097297297297297,0.0366666666666666,0.0218666666666666,,,1.2666666666666666,2.52,,0.0,0.0,,,,,,,,
work-2,M25O75,3201,3.201,92.035503,25,25,75,0,100,0.15,0.15,,,,72,0.0145454545454545,0.0082882882882882,0.0433333333333333,0.0192,,,1.0933333333333333,2.48,,0.0,0.0,,,,,,,,
work-2,M25O75,3301,3.301,92.035503,25,25,75,0,100,0.14,0.14,,,,68,0.0137373737373737,0.0068468468468468,0.0266666666666666,0.0218666666666666,,,1.0533333333333332,2.28,,0.0,0.0,,,,,,,,
work-2,M25O75,3401,3.401,92.035503,25,25,75,0,100,0.08,0.08,,,,62,0.0125252525252525,0.0082882882882882,0.0333333333333333,0.0154666666666666,,,1.0,1.96,,0.0,0.0,,,,,,,,
work-2,M25O75,3501,3.501,92.035503,25,25,75,0,100,0.11,0.11,,,,58,0.0117171717171717,0.0086486486486486,0.03,0.0133333333333333,,,0.9733333333333334,1.72,,0.0,0.0,,,,,,,,
work-2,M25O75,3601,3.601,92.035503,25,25,75,0,100,0.3,0.3,,,,79,0.0159595959595959,0.009009009009009,0.0466666666666666,0.0213333333333333,,,1.2,2.72,,0.0,0.0,,,,,,,,
work-2,M25O75,3701,3.701,92.035503,25,25,75,0,100,0.18,0.18,,,,68,0.0137373737373737,0.0068468468468468,0.0333333333333333,0.0208,,,1.0266666666666666,2.36,,0.0,0.0,,,,,,,,
work-2,M25O75,3801,3.801,92.035503,25,25,75,0,100,0.15,0.15,,,,64,0.0129292929292929,0.0086486486486486,0.0366666666666666,0.0154666666666666,,,1.0266666666666666,2.04,,0.0,0.0,,,,,,,,
work-2,M25O75,3901,3.901,92.035503,25,25,75,0,100,0.2,0.2,,,,76,0.0153535353535353,0.0064864864864864,0.05,0.0229333333333333,,,1.0533333333333332,2.92,,0.0,0.0,,,,,,,,
work-2,M25O75,4001,4.001,92.035503,25,25,75,0,100,0.26,0.26,,,,72,0.0145454545454545,0.0046846846846846,0.0633333333333333,0.0213333333333333,,,0.88,3.12,,0.0,0.0,,,,,,,,
work-2,M25O75,4101,4.101,92.035503,25,25,75,0,100,0.14,0.14,,,,67,0.0135353535353535,0.0082882882882882,0.04,0.0170666666666666,,,1.04,2.24,,0.0,0.0,,,,,,,,
work-2,M25O75,4201,4.2010000000000005,92.035503,25,25,75,0,100,0.15,0.15,,,,77,0.0155555555555555,0.0072072072072072,0.04,0.024,,,1.1333333333333333,2.76,,0.0,0.0,,,,,,,,
work-2,M25O75,4301,4.301,92.035503,25,25,75,0,100,0.28,0.28,,,,67,0.0135353535353535,0.0061261261261261,0.04,0.0202666666666666,,,0.96,2.48,,0.0,0.0,,,,,,,,
work-2,M25O75,4401,4.401,92.035503,25,25,75,0,100,0.27,0.27,,,,80,0.0161616161616161,0.0068468468468468,0.0533333333333333,0.024,,,1.106666666666667,3.08,,0.0,0.0,,,,,,,,
work-2,M25O75,4501,4.501,92.035503,25,25,75,0,100,0.48,0.48,,,,82,0.0165656565656565,0.0068468468468468,0.0433333333333333,0.0266666666666666,,,1.1733333333333331,3.04,,0.0,0.0,,,,,,,,
work-2,M25O75,4601,4.601,92.035503,25,25,75,0,100,0.2,0.2,,,,76,0.0153535353535353,0.0093693693693693,0.0333333333333333,0.0213333333333333,,,1.2266666666666666,2.4,,0.0,0.0,,,,,,,,
work-2,M25O75,4701,4.7010000000000005,92.035503,25,25,75,0,100,0.33,0.33,,,,79,0.0159595959595959,0.0072072072072072,0.0566666666666666,0.0224,,,1.0933333333333333,3.04,,0.0,0.0,,,,,,,,
work-2,M25O75,4801,4.801,92.035503,25,25,75,0,100,0.39,0.39,,,,76,0.0153535353535353,0.0072072072072072,0.04,0.0234666666666666,,,1.12,2.72,,0.0,0.0,,,,,,,,
work-2,M25O75,4901,4.901,92.035503,25,25,75,0,100,0.19,0.19,,,,68,0.0137373737373737,0.0057657657657657,0.0533333333333333,0.0192,,,0.9066666666666666,2.72,,0.0,0.0,,,,,,,,
work,M30O70,1001,1.001,94.768887,30,30,70,0,100,0.2,0.2,,,,77,0.0155555555555555,0.0037267080745341,0.0413793103448275,0.0238095238095238,,,0.9714285714285714,2.8666666666666667,,0.0,0.0,,,,,,,,
work,M30O70,1101,1.101,94.768887,30,30,70,0,100,0.12,0.12,,,,60,0.0121212121212121,0.0057971014492753,0.0298850574712643,0.0157142857142857,,,0.8714285714285714,1.9666666666666663,,0.0,0.0,,,,,,,,
work,M30O70,1201,1.201,94.768887,30,30,70,0,100,0.11,0.11,,,,67,0.0135353535353535,0.0049689440993788,0.0344827586206896,0.019047619047619,,,0.9142857142857144,2.333333333333333,,0.0,0.0,,,,,,,,
work,M30O70,1301,1.301,94.768887,30,30,70,0,100,0.16,0.16,,,,78,0.0157575757575757,0.0078674948240165,0.0344827586206896,0.0209523809523809,,,1.1714285714285717,2.466666666666667,,0.0,0.0,,,,,,,,
work,M30O70,1401,1.401,94.768887,30,30,70,0,100,0.23,0.23,,,,79,0.0159595959595959,0.00703933747412,0.032183908045977,0.0228571428571428,,,1.1714285714285717,2.533333333333333,,0.0,0.0,,,,,,,,
work,M30O70,1501,1.501,94.768887,30,30,70,0,100,0.12,0.12,,,,64,0.0129292929292929,0.0078674948240165,0.032183908045977,0.0147619047619047,,,0.9857142857142858,1.9666666666666663,,0.0,0.0,,,,,,,,
work,M30O70,1601,1.601,94.768887,30,30,70,0,100,0.2,0.2,,,,82,0.0165656565656565,0.0066252587991718,0.0436781609195402,0.0223809523809523,,,1.1285714285714286,2.833333333333333,,0.0,0.0,,,,,,,,
work,M30O70,1701,1.701,94.768887,30,30,70,0,100,0.35,0.35,,,,87,0.0175757575757575,0.008695652173913,0.0459770114942528,0.0219047619047619,,,1.2571428571428571,2.8666666666666667,,0.0,0.0,,,,,,,,
work,M30O70,1801,1.801,94.768887,30,30,70,0,100,0.12,0.12,,,,62,0.0125252525252525,0.0049689440993788,0.0436781609195402,0.0147619047619047,,,0.7857142857142857,2.3,,0.0,0.0,,,,,,,,
work,M30O70,1901,1.901,94.768887,30,30,70,0,100,0.12,0.12,,,,62,0.0125252525252525,0.0057971014492753,0.0390804597701149,0.0147619047619047,,,0.8428571428571429,2.1666666666666665,,0.0,0.0,,,,,,,,
work,M30O70,2001,2.001,94.768887,30,30,70,0,100,0.09,0.09,,,,71,0.0143434343434343,0.0074534161490683,0.025287356321839,0.02,,,1.1142857142857143,2.1333333333333333,,0.0,0.0,,,,,,,,
work,M30O70,2101,2.101,94.768887,30,30,70,0,100,0.31,0.31,,,,79,0.0159595959595959,0.0078674948240165,0.0482758620689655,0.0185714285714285,,,1.1,2.7,,0.0,0.0,,,,,,,,
work,M30O70,2201,2.201,94.768887,30,30,70,0,100,0.26,0.26,,,,76,0.0153535353535353,0.0091097308488612,0.0367816091954023,0.018095238095238,,,1.1714285714285717,2.333333333333333,,0.0,0.0,,,,,,,,
work,M30O70,2301,2.301,94.768887,30,30,70,0,100,0.42,0.42,,,,82,0.0165656565656565,0.00703933747412,0.0436781609195402,0.0219047619047619,,,1.1428571428571428,2.8,,0.0,0.0,,,,,,,,
work,M30O70,2401,2.401,94.768887,30,30,70,0,100,0.25,0.25,,,,67,0.0135353535353535,0.0049689440993788,0.0459770114942528,0.0166666666666666,,,0.8428571428571429,2.5,,0.0,0.0,,,,,,,,
work,M30O70,2501,2.501,94.768887,30,30,70,0,100,0.32,0.32,,,,77,0.0155555555555555,0.0053830227743271,0.0436781609195402,0.0214285714285714,,,1.0142857142857142,2.7666666666666666,,0.0,0.0,,,,,,,,
work,M30O70,2601,2.601,94.768887,30,30,70,0,100,0.29,0.29,,,,78,0.0157575757575757,0.0091097308488612,0.032183908045977,0.02,,,1.2285714285714286,2.333333333333333,,0.0,0.0,,,,,,,,
work,M30O70,2701,2.701,94.768887,30,30,70,0,100,0.51,0.51,,,,82,0.0165656565656565,0.0066252587991718,0.0390804597701149,0.0233333333333333,,,1.1571428571428573,2.7666666666666666,,0.0,0.0,,,,,,,,
work,M30O70,2801,2.801,94.768887,30,30,70,0,100,0.24,0.24,,,,58,0.0117171717171717,0.0062111801242236,0.0298850574712643,0.0142857142857142,,,0.8571428571428571,1.8666666666666667,,0.0,0.0,,,,,,,,
work,M30O70,2901,2.901,94.768887,30,30,70,0,100,0.31,0.31,,,,83,0.0167676767676767,0.0066252587991718,0.0436781609195402,0.0228571428571428,,,1.1428571428571428,2.8666666666666667,,0.0,0.0,,,,,,,,
work,M30O70,3001,3.001,94.768887,30,30,70,0,100,0.18,0.18,,,,68,0.0137373737373737,0.0045548654244306,0.0275862068965517,0.0214285714285714,,,0.9571428571428572,2.3,,0.0,0.0,,,,,,,,
work,M30O70,3101,3.101,94.768887,30,30,70,0,100,0.11,0.11,,,,63,0.0127272727272727,0.0057971014492753,0.025287356321839,0.018095238095238,,,0.9428571428571428,2.0,,0.0,0.0,,,,,,,,
work,M30O70,3201,3.201,94.768887,30,30,70,0,100,0.14,0.14,,,,66,0.0133333333333333,0.0045548654244306,0.032183908045977,0.0195238095238095,,,0.9,2.3,,0.0,0.0,,,,,,,,
work,M30O70,3301,3.301,94.768887,30,30,70,0,100,0.08,0.08,,,,66,0.0133333333333333,0.0066252587991718,0.0298850574712643,0.0176190476190476,,,0.9857142857142858,2.1,,0.0,0.0,,,,,,,,
work,M30O70,3401,3.401,94.768887,30,30,70,0,100,0.35,0.35,,,,72,0.0145454545454545,0.0045548654244306,0.0505747126436781,0.0185714285714285,,,0.8714285714285714,2.7666666666666666,,0.0,0.0,,,,,,,,
work,M30O70,3501,3.501,94.768887,30,30,70,0,100,0.13,0.13,,,,60,0.0121212121212121,0.0074534161490683,0.0137931034482758,0.0171428571428571,,,1.0285714285714285,1.6,,0.0,0.0,,,,,,,,
work,M30O70,3601,3.601,94.768887,30,30,70,0,100,0.2,0.2,,,,79,0.0159595959595959,0.0057971014492753,0.0390804597701149,0.0228571428571428,,,1.0857142857142856,2.7333333333333334,,0.0,0.0,,,,,,,,
work,M30O70,3701,3.701,94.768887,30,30,70,0,100,0.49,0.49,,,,79,0.0159595959595959,0.0062111801242236,0.057471264367816,0.0185714285714285,,,0.9857142857142858,2.966666666666667,,0.0,0.0,,,,,,,,
work,M30O70,3801,3.801,94.768887,30,30,70,0,100,0.36,0.36,,,,77,0.0155555555555555,0.0053830227743271,0.0620689655172413,0.0176190476190476,,,0.9,3.033333333333333,,0.0,0.0,,,,,,,,
work,M30O70,3901,3.901,94.768887,30,30,70,0,100,0.19,0.19,,,,79,0.0159595959595959,0.0049689440993788,0.0505747126436781,0.0214285714285714,,,0.9857142857142858,2.966666666666667,,0.0,0.0,,,,,,,,
work,M30O70,4001,4.001,94.768887,30,30,70,0,100,0.25,0.25,,,,76,0.0153535353535353,0.0033126293995859,0.0505747126436781,0.0219047619047619,,,0.8857142857142857,3.0,,0.0,0.0,,,,,,,,
work,M30O70,4101,4.101,94.768887,30,30,70,0,100,0.34,0.34,,,,77,0.0155555555555555,0.0049689440993788,0.0413793103448275,0.0223809523809523,,,1.0142857142857142,2.7666666666666666,,0.0,0.0,,,,,,,,
work,M30O70,4201,4.2010000000000005,94.768887,30,30,70,0,100,0.13,0.13,,,,65,0.0131313131313131,0.0062111801242236,0.0298850574712643,0.0176190476190476,,,0.9571428571428572,2.1,,0.0,0.0,,,,,,,,
work,M30O70,4301,4.301,94.768887,30,30,70,0,100,0.38,0.38,,,,77,0.0155555555555555,0.0074534161490683,0.0413793103448275,0.0195238095238095,,,1.1,2.566666666666667,,0.0,0.0,,,,,,,,
work,M30O70,4401,4.401,94.768887,30,30,70,0,100,0.19,0.19,,,,81,0.0163636363636363,0.0074534161490683,0.0275862068965517,0.0242857142857142,,,1.2428571428571429,2.5,,0.0,0.0,,,,,,,,
work,M30O70,4501,4.501,94.768887,30,30,70,0,100,0.25,0.25,,,,81,0.0163636363636363,0.0062111801242236,0.0390804597701149,0.0233333333333333,,,1.1285714285714286,2.7666666666666666,,0.0,0.0,,,,,,,,
work,M30O70,4601,4.601,94.768887,30,30,70,0,100,0.28,0.28,,,,78,0.0157575757575757,0.0057971014492753,0.0344827586206896,0.0233333333333333,,,1.1,2.6333333333333333,,0.0,0.0,,,,,,,,
work,M30O70,4701,4.7010000000000005,94.768887,30,30,70,0,100,0.22,0.22,,,,68,0.0137373737373737,0.0074534161490683,0.0344827586206896,0.0166666666666666,,,1.0142857142857142,2.1666666666666665,,0.0,0.0,,,,,,,,
work,M30O70,4801,4.801,94.768887,30,30,70,0,100,0.19,0.19,,,,77,0.0155555555555555,0.00703933747412,0.0367816091954023,0.0209523809523809,,,1.1142857142857143,2.533333333333333,,0.0,0.0,,,,,,,,
work,M30O70,4901,4.901,94.768887,30,30,70,0,100,0.19,0.19,,,,69,0.0139393939393939,0.00703933747412,0.0413793103448275,0.0161904761904761,,,0.9714285714285714,2.333333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,1001,1.001,94.768887,30,30,70,0,100,0.14,0.14,,,,55,0.0111111111111111,0.0037267080745341,0.025287356321839,0.0166666666666666,,,0.7571428571428571,1.9,,0.0,0.0,,,,,,,,
work-1,M30O70,1101,1.101,94.768887,30,30,70,0,100,0.25,0.25,,,,76,0.0153535353535353,0.0053830227743271,0.0505747126436781,0.0195238095238095,,,0.9571428571428572,2.833333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,1201,1.201,94.768887,30,30,70,0,100,0.42,0.42,,,,74,0.0149494949494949,0.0062111801242236,0.0413793103448275,0.0195238095238095,,,1.0142857142857142,2.566666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,1301,1.301,94.768887,30,30,70,0,100,0.37,0.37,,,,74,0.0149494949494949,0.0049689440993788,0.0390804597701149,0.0214285714285714,,,0.9857142857142858,2.6333333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,1401,1.401,94.768887,30,30,70,0,100,0.12,0.12,,,,56,0.0113131313131313,0.0053830227743271,0.0298850574712643,0.0142857142857142,,,0.8,1.8666666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,1501,1.501,94.768887,30,30,70,0,100,0.27,0.27,,,,68,0.0137373737373737,0.0074534161490683,0.0413793103448275,0.0152380952380952,,,0.9714285714285714,2.2666666666666666,,0.0,0.0,,,,,,,,
work-1,M30O70,1601,1.601,94.768887,30,30,70,0,100,0.26,0.26,,,,75,0.0151515151515151,0.0078674948240165,0.0528735632183908,0.0157142857142857,,,1.0142857142857142,2.6333333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,1701,1.701,94.768887,30,30,70,0,100,0.19,0.19,,,,75,0.0151515151515151,0.0049689440993788,0.0459770114942528,0.0204761904761904,,,0.9571428571428572,2.7666666666666666,,0.0,0.0,,,,,,,,
work-1,M30O70,1801,1.801,94.768887,30,30,70,0,100,0.23,0.23,,,,66,0.0133333333333333,0.010351966873706,0.025287356321839,0.0142857142857142,,,1.1428571428571428,1.7333333333333334,,0.0,0.0,,,,,,,,
work-1,M30O70,1901,1.901,94.768887,30,30,70,0,100,0.31,0.31,,,,78,0.0157575757575757,0.0066252587991718,0.0436781609195402,0.0204761904761904,,,1.0714285714285714,2.7,,0.0,0.0,,,,,,,,
work-1,M30O70,2001,2.001,94.768887,30,30,70,0,100,0.12,0.12,,,,71,0.0143434343434343,0.0053830227743271,0.0344827586206896,0.0204761904761904,,,0.9857142857142858,2.433333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,2101,2.101,94.768887,30,30,70,0,100,0.1,0.1,,,,59,0.0119191919191919,0.0053830227743271,0.032183908045977,0.0152380952380952,,,0.8285714285714286,2.0,,0.0,0.0,,,,,,,,
work-1,M30O70,2201,2.201,94.768887,30,30,70,0,100,0.32,0.32,,,,69,0.0139393939393939,0.0049689440993788,0.0482758620689655,0.0171428571428571,,,0.8571428571428571,2.6,,0.0,0.0,,,,,,,,
work-1,M30O70,2301,2.301,94.768887,30,30,70,0,100,0.38,0.38,,,,86,0.0173737373737373,0.0062111801242236,0.0551724137931034,0.0223809523809523,,,1.1,3.1666666666666665,,0.0,0.0,,,,,,,,
work-1,M30O70,2401,2.401,94.768887,30,30,70,0,100,0.18,0.18,,,,64,0.0129292929292929,0.0053830227743271,0.0344827586206896,0.0171428571428571,,,0.8857142857142857,2.2,,0.0,0.0,,,,,,,,
work-1,M30O70,2501,2.501,94.768887,30,30,70,0,100,0.48,0.48,,,,75,0.0151515151515151,0.0045548654244306,0.032183908045977,0.0238095238095238,,,1.0285714285714285,2.6,,0.0,0.0,,,,,,,,
work-1,M30O70,2601,2.601,94.768887,30,30,70,0,100,0.3,0.3,,,,67,0.0135353535353535,0.0066252587991718,0.0436781609195402,0.0152380952380952,,,0.9142857142857144,2.333333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,2701,2.701,94.768887,30,30,70,0,100,0.14,0.14,,,,62,0.0125252525252525,0.0062111801242236,0.0275862068965517,0.0166666666666666,,,0.9285714285714286,1.9666666666666663,,0.0,0.0,,,,,,,,
work-1,M30O70,2801,2.801,94.768887,30,30,70,0,100,0.11,0.11,,,,66,0.0133333333333333,0.0053830227743271,0.0229885057471264,0.0204761904761904,,,0.9857142857142858,2.1,,0.0,0.0,,,,,,,,
work-1,M30O70,2901,2.901,94.768887,30,30,70,0,100,0.12,0.12,,,,57,0.0115151515151515,0.0049689440993788,0.032183908045977,0.0147619047619047,,,0.7857142857142857,1.9666666666666663,,0.0,0.0,,,,,,,,
work-1,M30O70,3001,3.001,94.768887,30,30,70,0,100,0.25,0.25,,,,68,0.0137373737373737,0.00703933747412,0.0367816091954023,0.0166666666666666,,,0.9857142857142858,2.2333333333333334,,0.0,0.0,,,,,,,,
work-1,M30O70,3101,3.101,94.768887,30,30,70,0,100,0.15,0.15,,,,62,0.0125252525252525,0.0062111801242236,0.025287356321839,0.0171428571428571,,,0.9428571428571428,1.9333333333333331,,0.0,0.0,,,,,,,,
work-1,M30O70,3201,3.201,94.768887,30,30,70,0,100,0.17,0.17,,,,68,0.0137373737373737,0.0045548654244306,0.0413793103448275,0.0185714285714285,,,0.8714285714285714,2.5,,0.0,0.0,,,,,,,,
work-1,M30O70,3301,3.301,94.768887,30,30,70,0,100,0.19,0.19,,,,66,0.0133333333333333,0.0045548654244306,0.0390804597701149,0.018095238095238,,,0.8571428571428571,2.4,,0.0,0.0,,,,,,,,
work-1,M30O70,3401,3.401,94.768887,30,30,70,0,100,0.33,0.33,,,,74,0.0149494949494949,0.00703933747412,0.0275862068965517,0.0214285714285714,,,1.1285714285714286,2.3,,0.0,0.0,,,,,,,,
work-1,M30O70,3501,3.501,94.768887,30,30,70,0,100,0.45,0.45,,,,77,0.0155555555555555,0.0074534161490683,0.0620689655172413,0.0152380952380952,,,0.9714285714285714,2.8666666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,3601,3.601,94.768887,30,30,70,0,100,0.27,0.27,,,,70,0.0141414141414141,0.0074534161490683,0.0436781609195402,0.0157142857142857,,,0.9857142857142858,2.3666666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,3701,3.701,94.768887,30,30,70,0,100,0.35,0.35,,,,83,0.0167676767676767,0.0066252587991718,0.0436781609195402,0.0228571428571428,,,1.1428571428571428,2.8666666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,3801,3.801,94.768887,30,30,70,0,100,0.21,0.21,,,,70,0.0141414141414141,0.0066252587991718,0.025287356321839,0.0204761904761904,,,1.0714285714285714,2.1666666666666665,,0.0,0.0,,,,,,,,
work-1,M30O70,3901,3.901,94.768887,30,30,70,0,100,0.29,0.29,,,,76,0.0153535353535353,0.0062111801242236,0.0390804597701149,0.0209523809523809,,,1.0571428571428572,2.6,,0.0,0.0,,,,,,,,
work-1,M30O70,4001,4.001,94.768887,30,30,70,0,100,0.26,0.26,,,,72,0.0145454545454545,0.0107660455486542,0.0275862068965517,0.0161904761904761,,,1.2285714285714286,1.9333333333333331,,0.0,0.0,,,,,,,,
work-1,M30O70,4101,4.101,94.768887,30,30,70,0,100,0.34,0.34,,,,77,0.0155555555555555,0.0057971014492753,0.0390804597701149,0.0219047619047619,,,1.0571428571428572,2.6666666666666665,,0.0,0.0,,,,,,,,
work-1,M30O70,4201,4.2010000000000005,94.768887,30,30,70,0,100,0.33,0.33,,,,81,0.0163636363636363,0.0057971014492753,0.0528735632183908,0.0209523809523809,,,1.0285714285714285,3.0,,0.0,0.0,,,,,,,,
work-1,M30O70,4301,4.301,94.768887,30,30,70,0,100,0.37,0.37,,,,84,0.0169696969696969,0.00703933747412,0.0436781609195402,0.0228571428571428,,,1.1714285714285717,2.8666666666666667,,0.0,0.0,,,,,,,,
work-1,M30O70,4401,4.401,94.768887,30,30,70,0,100,0.41,0.41,,,,70,0.0141414141414141,0.0053830227743271,0.0436781609195402,0.018095238095238,,,0.9142857142857144,2.533333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,4501,4.501,94.768887,30,30,70,0,100,0.28,0.28,,,,72,0.0145454545454545,0.0074534161490683,0.0344827586206896,0.0185714285714285,,,1.0714285714285714,2.3,,0.0,0.0,,,,,,,,
work-1,M30O70,4601,4.601,94.768887,30,30,70,0,100,0.28,0.28,,,,70,0.0141414141414141,0.0045548654244306,0.0298850574712643,0.0219047619047619,,,0.9714285714285714,2.4,,0.0,0.0,,,,,,,,
work-1,M30O70,4701,4.7010000000000005,94.768887,30,30,70,0,100,0.22,0.22,,,,77,0.0155555555555555,0.0066252587991718,0.0344827586206896,0.0219047619047619,,,1.1142857142857143,2.533333333333333,,0.0,0.0,,,,,,,,
work-1,M30O70,4801,4.801,94.768887,30,30,70,0,100,0.11,0.11,,,,68,0.0137373737373737,0.0062111801242236,0.0275862068965517,0.0195238095238095,,,1.0142857142857142,2.1666666666666665,,0.0,0.0,,,,,,,,
work-1,M30O70,4901,4.901,94.768887,30,30,70,0,100,0.39,0.39,,,,81,0.0163636363636363,0.0074534161490683,0.0413793103448275,0.0214285714285714,,,1.1571428571428573,2.7,,0.0,0.0,,,,,,,,
