replicate,system,frame,time_us,cutoff_nm,largest_cluster_size,largest_cluster_fraction,largest_cluster_residue_fraction,second_cluster_size,second_cluster_fraction,finite_cluster_mean_size,N_clusters_size_ge_2,monomer_fraction
work-1,M25O75,1001,1.001,1.4,28,0.28,0.2616459977452086,13,0.13,4.222222222222222,11,0.29
work-1,M25O75,1101,1.101,1.0,21,0.21,0.2604735062006764,9,0.09,4.417721518987341,15,0.22
work-1,M25O75,1101,1.101,1.2,21,0.21,0.2604735062006764,9,0.09,4.772151898734177,14,0.22
work-1,M25O75,1101,1.101,1.4,23,0.23,0.2712965050732807,9,0.09,4.87012987012987,14,0.2
work-1,M25O75,1201,1.201,1.0,8,0.08,0.0983540022547914,4,0.04,2.3043478260869565,24,0.3
work-1,M25O75,1201,1.201,1.2,8,0.08,0.0983540022547914,7,0.07,2.6956521739130435,22,0.29
work-1,M25O75,1201,1.201,1.4,11,0.11,0.1512965050732807,8,0.08,3.5842696629213484,19,0.23
work-1,M25O75,1301,1.301,1.0,28,0.28,0.3167080045095828,10,0.1,3.7777777777777777,12,0.28
work-1,M25O75,1301,1.301,1.2,29,0.29,0.3404735062006764,10,0.1,3.95774647887324,12,0.26
work-1,M25O75,1301,1.301,1.4,39,0.39,0.4680045095828636,7,0.07,3.1311475409836067,11,0.25
work-1,M25O75,1401,1.401,1.0,14,0.14,0.1491770011273957,13,0.13,5.0,18,0.25
work-1,M25O75,1401,1.401,1.2,15,0.15,0.1912965050732807,14,0.14,5.682352941176471,17,0.23
work-1,M25O75,1401,1.401,1.4,15,0.15,0.1912965050732807,14,0.14,5.729411764705882,17,0.22
work-1,M25O75,1501,1.501,1.0,28,0.28,0.2983540022547914,18,0.18,6.666666666666667,10,0.26
work-1,M25O75,1501,1.501,1.2,29,0.29,0.3037655016910935,18,0.18,6.746478873239437,10,0.25
work-1,M25O75,1501,1.501,1.4,30,0.3,0.3091770011273957,18,0.18,7.9714285714285715,9,0.24
work-1,M25O75,1601,1.601,1.0,12,0.12,0.12,10,0.1,3.477272727272727,17,0.29
work-1,M25O75,1601,1.601,1.2,14,0.14,0.1491770011273957,10,0.1,4.465116279069767,13,0.28
work-1,M25O75,1601,1.601,1.4,16,0.16,0.1783540022547914,15,0.15,5.714285714285714,11,0.28
work-1,M25O75,1701,1.701,1.0,9,0.09,0.122119503945885,6,0.06,2.4945054945054945,18,0.38
work-1,M25O75,1701,1.701,1.2,9,0.09,0.122119503945885,6,0.06,2.7142857142857144,19,0.34
work-1,M25O75,1701,1.701,1.4,20,0.2,0.2734160090191657,6,0.06,2.325,17,0.34
work-1,M25O75,1801,1.801,1.0,16,0.16,0.2150620067643742,15,0.15,4.785714285714286,15,0.3
work-1,M25O75,1801,1.801,1.2,16,0.16,0.2150620067643742,15,0.15,4.928571428571429,15,0.29
work-1,M25O75,1801,1.801,1.4,24,0.24,0.2950620067643743,16,0.16,5.342105263157895,13,0.26
work-1,M25O75,1901,1.901,1.0,27,0.27,0.3112965050732807,12,0.12,3.9863013698630136,11,0.31
work-1,M25O75,1901,1.901,1.2,28,0.28,0.3167080045095828,12,0.12,4.027777777777778,11,0.3
work-1,M25O75,1901,1.901,1.4,28,0.28,0.3167080045095828,13,0.13,4.527777777777778,11,0.28
work-1,M25O75,2001,2.001,1.0,29,0.29,0.3588275084554678,7,0.07,2.830985915492957,12,0.33
work-1,M25O75,2001,2.001,1.2,30,0.3,0.36423900789177,7,0.07,3.085714285714286,12,0.3
work-1,M25O75,2001,2.001,1.4,31,0.31,0.3696505073280721,7,0.07,3.289855072463768,12,0.28
work-1,M25O75,2101,2.101,1.0,13,0.13,0.1437655016910935,8,0.08,3.5977011494252875,19,0.25
work-1,M25O75,2101,2.101,1.2,13,0.13,0.1437655016910935,8,0.08,3.9195402298850577,18,0.24
work-1,M25O75,2101,2.101,1.4,13,0.13,0.1437655016910935,8,0.08,3.9195402298850577,18,0.24
work-1,M25O75,2201,2.201,1.0,17,0.17,0.2388275084554678,12,0.12,4.614457831325301,15,0.25
work-1,M25O75,2201,2.201,1.2,17,0.17,0.2388275084554678,12,0.12,4.614457831325301,15,0.25
work-1,M25O75,2201,2.201,1.4,17,0.17,0.2388275084554678,12,0.12,4.759036144578313,14,0.25
work-1,M25O75,2301,2.301,1.0,19,0.19,0.2129425028184892,9,0.09,4.580246913580247,12,0.26
work-1,M25O75,2301,2.301,1.2,19,0.19,0.2129425028184892,9,0.09,4.580246913580247,12,0.26
work-1,M25O75,2301,2.301,1.4,19,0.19,0.2129425028184892,9,0.09,4.703703703703703,12,0.25
work-1,M25O75,2401,2.401,1.0,22,0.22,0.28423900789177,8,0.08,3.282051282051282,15,0.27
work-1,M25O75,2401,2.401,1.2,28,0.28,0.3534160090191657,8,0.08,3.055555555555556,14,0.27
work-1,M25O75,2401,2.401,1.4,28,0.28,0.3534160090191657,8,0.08,3.083333333333333,15,0.25
work-1,M25O75,2501,2.501,1.0,18,0.18,0.2075310033821871,6,0.06,2.4390243902439024,20,0.29
work-1,M25O75,2501,2.501,1.2,21,0.21,0.2237655016910935,6,0.06,2.518987341772152,19,0.27
work-1,M25O75,2501,2.501,1.4,22,0.22,0.2291770011273957,10,0.1,3.1538461538461537,18,0.26
work-1,M25O75,2601,2.601,1.0,22,0.22,0.2658850056369786,15,0.15,5.307692307692308,12,0.3
work-1,M25O75,2601,2.601,1.2,25,0.25,0.3004735062006764,15,0.15,5.453333333333333,11,0.29
work-1,M25O75,2601,2.601,1.4,26,0.26,0.3058850056369785,15,0.15,5.756756756756757,11,0.27
work-1,M25O75,2701,2.701,1.0,36,0.36,0.4701240135287486,7,0.07,2.65625,11,0.31
work-1,M25O75,2701,2.701,1.2,36,0.36,0.4701240135287486,7,0.07,2.75,11,0.3
work-1,M25O75,2701,2.701,1.4,44,0.44,0.5501240135287486,7,0.07,2.5,11,0.26
work-1,M25O75,2801,2.801,1.0,8,0.08,0.08,7,0.07,2.8260869565217392,18,0.36
work-1,M25O75,2801,2.801,1.2,10,0.1,0.1458850056369786,8,0.08,3.2666666666666666,17,0.33
work-1,M25O75,2801,2.801,1.4,10,0.1,0.1458850056369786,9,0.09,3.733333333333333,16,0.31
work-1,M25O75,2901,2.901,1.0,21,0.21,0.2788275084554679,16,0.16,5.455696202531645,11,0.31
work-1,M25O75,2901,2.901,1.2,22,0.22,0.28423900789177,16,0.16,5.512820512820513,11,0.3
work-1,M25O75,2901,2.901,1.4,27,0.27,0.3296505073280721,16,0.16,5.5479452054794525,10,0.3
work-1,M25O75,3001,3.001,1.0,14,0.14,0.1858850056369785,10,0.1,3.2093023255813957,18,0.3
work-1,M25O75,3001,3.001,1.2,15,0.15,0.1912965050732807,10,0.1,3.235294117647059,18,0.29
work-1,M25O75,3001,3.001,1.4,16,0.16,0.1967080045095828,11,0.11,3.809523809523809,17,0.26
work-1,M25O75,3101,3.101,1.0,13,0.13,0.1437655016910935,9,0.09,3.827586206896552,17,0.27
work-1,M25O75,3101,3.101,1.2,15,0.15,0.1729425028184893,9,0.09,3.8705882352941177,16,0.27
work-1,M25O75,3101,3.101,1.4,15,0.15,0.1729425028184893,9,0.09,4.152941176470589,16,0.25
work-1,M25O75,3201,3.201,1.0,16,0.16,0.2150620067643742,10,0.1,4.071428571428571,15,0.29
work-1,M25O75,3201,3.201,1.2,16,0.16,0.2150620067643742,10,0.1,4.214285714285714,16,0.25
work-1,M25O75,3201,3.201,1.4,16,0.16,0.2150620067643742,10,0.1,4.857142857142857,14,0.23
work-1,M25O75,3301,3.301,1.0,32,0.32,0.3567080045095828,7,0.07,3.0588235294117645,12,0.27
work-1,M25O75,3301,3.301,1.2,32,0.32,0.3567080045095828,7,0.07,3.294117647058824,12,0.25
work-1,M25O75,3301,3.301,1.4,34,0.34,0.3675310033821871,7,0.07,3.484848484848485,12,0.22
work-1,M25O75,3401,3.401,1.0,8,0.08,0.08,7,0.07,3.760869565217391,21,0.19
work-1,M25O75,3401,3.401,1.2,11,0.11,0.1145885005636978,8,0.08,4.168539325842697,20,0.16
work-1,M25O75,3401,3.401,1.4,11,0.11,0.1145885005636978,8,0.08,4.168539325842697,20,0.16
work-1,M25O75,3501,3.501,1.0,8,0.08,0.0983540022547914,8,0.08,3.239130434782609,19,0.31
work-1,M25O75,3501,3.501,1.2,11,0.11,0.1880045095828635,8,0.08,3.606741573033708,17,0.3
work-1,M25O75,3501,3.501,1.4,11,0.11,0.1880045095828635,11,0.11,4.146067415730337,16,0.3
work-1,M25O75,3601,3.601,1.0,13,0.13,0.1804735062006764,12,0.12,4.218390804597701,20,0.21
work-1,M25O75,3601,3.601,1.2,25,0.25,0.3004735062006764,7,0.07,3.053333333333333,19,0.2
work-1,M25O75,3601,3.601,1.4,26,0.26,0.3058850056369785,8,0.08,3.2972972972972974,20,0.16
work-1,M25O75,3701,3.701,1.0,24,0.24,0.2767080045095829,8,0.08,3.1578947368421053,15,0.28
work-1,M25O75,3701,3.701,1.2,24,0.24,0.2767080045095829,8,0.08,3.1578947368421053,15,0.28
work-1,M25O75,3701,3.701,1.4,25,0.25,0.282119503945885,9,0.09,3.4266666666666667,16,0.24
work-1,M25O75,3801,3.801,1.0,8,0.08,0.0983540022547914,7,0.07,3.760869565217391,14,0.32
work-1,M25O75,3801,3.801,1.2,12,0.12,0.1750620067643743,8,0.08,3.954545454545455,13,0.31
work-1,M25O75,3801,3.801,1.4,15,0.15,0.1729425028184893,13,0.13,4.929411764705883,13,0.27
work-1,M25O75,3901,3.901,1.0,25,0.25,0.3188275084554678,13,0.13,4.333333333333333,12,0.29
work-1,M25O75,3901,3.901,1.2,31,0.31,0.3696505073280721,16,0.16,6.130434782608695,9,0.26
work-1,M25O75,3901,3.901,1.4,32,0.32,0.3750620067643743,24,0.24,10.470588235294118,7,0.24
work-1,M25O75,4001,4.001,1.0,16,0.16,0.2334160090191657,11,0.11,4.0,13,0.32
work-1,M25O75,4001,4.001,1.2,16,0.16,0.2334160090191657,12,0.12,5.071428571428571,11,0.31
work-1,M25O75,4001,4.001,1.4,16,0.16,0.2334160090191657,12,0.12,5.071428571428571,11,0.31
work-1,M25O75,4101,4.101,1.0,7,0.07,0.1112965050732807,6,0.06,2.333333333333333,16,0.48
work-1,M25O75,4101,4.101,1.2,14,0.14,0.20423900789177,8,0.08,2.7906976744186047,13,0.45
work-1,M25O75,4101,4.101,1.4,15,0.15,0.2280045095828635,8,0.08,3.2588235294117647,14,0.39
work-1,M25O75,4201,4.2010000000000005,1.0,19,0.19,0.2680045095828636,7,0.07,2.308641975308642,15,0.4
work-1,M25O75,4201,4.2010000000000005,1.2,19,0.19,0.2680045095828636,7,0.07,2.432098765432099,15,0.38
work-1,M25O75,4201,4.2010000000000005,1.4,21,0.21,0.2788275084554679,7,0.07,2.4683544303797467,15,0.36
work-1,M25O75,4301,4.301,1.0,14,0.14,0.1675310033821871,9,0.09,3.046511627906977,19,0.3
work-1,M25O75,4301,4.301,1.2,14,0.14,0.1675310033821871,10,0.1,3.4186046511627906,19,0.27
work-1,M25O75,4301,4.301,1.4,14,0.14,0.1675310033821871,10,0.1,3.441860465116279,20,0.25
work-1,M25O75,4401,4.401,1.0,22,0.22,0.2475310033821871,9,0.09,4.051282051282051,13,0.27
work-1,M25O75,4401,4.401,1.2,22,0.22,0.2475310033821871,9,0.09,4.051282051282051,13,0.27
work-1,M25O75,4401,4.401,1.4,35,0.35,0.4280045095828635,9,0.09,3.953846153846154,10,0.25
work-1,M25O75,4501,4.501,1.0,27,0.27,0.3480045095828636,10,0.1,3.6575342465753424,13,0.27
work-1,M25O75,4501,4.501,1.2,27,0.27,0.3480045095828636,14,0.14,4.945205479452055,12,0.25
work-1,M25O75,4501,4.501,1.4,28,0.28,0.3534160090191657,14,0.14,5.472222222222222,11,0.23
work-1,M25O75,4601,4.601,1.0,15,0.15,0.2096505073280721,9,0.09,2.788235294117647,19,0.34
work-1,M25O75,4601,4.601,1.2,17,0.17,0.2388275084554678,12,0.12,3.7951807228915664,16,0.33
work-1,M25O75,4601,4.601,1.4,21,0.21,0.2237655016910935,19,0.19,5.911392405063292,16,0.28
work-1,M25O75,4701,4.7010000000000005,1.0,13,0.13,0.162119503945885,6,0.06,2.7011494252873565,17,0.33
work-1,M25O75,4701,4.7010000000000005,1.2,13,0.13,0.162119503945885,6,0.06,2.839080459770115,18,0.29
work-1,M25O75,4701,4.7010000000000005,1.4,13,0.13,0.162119503945885,9,0.09,3.6206896551724137,16,0.28
work-1,M25O75,4801,4.801,1.0,11,0.11,0.1696505073280721,9,0.09,3.202247191011236,18,0.31
work-1,M25O75,4801,4.801,1.2,17,0.17,0.2755355129650507,10,0.1,3.6506024096385534,17,0.26
work-1,M25O75,4801,4.801,1.4,32,0.32,0.44847801578354,7,0.07,2.8529411764705883,14,0.25
work-1,M25O75,4901,4.901,1.0,20,0.2,0.2917700112739572,9,0.09,3.775,14,0.3
work-1,M25O75,4901,4.901,1.2,24,0.24,0.3501240135287486,9,0.09,3.842105263157895,13,0.29
work-1,M25O75,4901,4.901,1.4,24,0.24,0.3501240135287486,9,0.09,3.842105263157895,13,0.29
work-2,M25O75,1001,1.001,1.0,21,0.21,0.2971815107102593,8,0.08,3.481012658227848,14,0.28
work-2,M25O75,1001,1.001,1.2,21,0.21,0.2971815107102593,8,0.08,3.708860759493671,13,0.28
work-2,M25O75,1001,1.001,1.4,24,0.24,0.3317700112739571,11,0.11,4.631578947368421,12,0.24
work-2,M25O75,1101,1.101,1.0,11,0.11,0.1329425028184893,7,0.07,3.157303370786517,19,0.3
work-2,M25O75,1101,1.101,1.2,16,0.16,0.2150620067643742,7,0.07,3.2857142857142856,17,0.29
work-2,M25O75,1101,1.101,1.4,17,0.17,0.2388275084554678,8,0.08,3.746987951807229,16,0.26
work-2,M25O75,1201,1.201,1.0,17,0.17,0.202119503945885,12,0.12,6.807228915662651,9,0.26
work-2,M25O75,1201,1.201,1.2,22,0.22,0.2291770011273957,17,0.17,8.384615384615385,8,0.24
work-2,M25O75,1201,1.201,1.4,22,0.22,0.2291770011273957,18,0.18,8.897435897435898,8,0.22
work-2,M25O75,1301,1.301,1.0,13,0.13,0.162119503945885,12,0.12,3.5977011494252875,17,0.33
work-2,M25O75,1301,1.301,1.2,13,0.13,0.162119503945885,12,0.12,3.942528735632184,16,0.32
work-2,M25O75,1301,1.301,1.4,13,0.13,0.162119503945885,12,0.12,4.218390804597701,16,0.29
work-2,M25O75,1401,1.401,1.0,20,0.2,0.2734160090191657,7,0.07,3.45,14,0.28
work-2,M25O75,1401,1.401,1.2,21,0.21,0.2788275084554679,8,0.08,4.012658227848101,13,0.25
work-2,M25O75,1401,1.401,1.4,21,0.21,0.2788275084554679,8,0.08,4.012658227848101,13,0.25
work-2,M25O75,1501,1.501,1.0,15,0.15,0.1729425028184893,12,0.12,4.364705882352941,17,0.24
work-2,M25O75,1501,1.501,1.2,15,0.15,0.1729425028184893,12,0.12,4.647058823529412,16,0.24
work-2,M25O75,1501,1.501,1.4,15,0.15,0.1729425028184893,12,0.12,4.811764705882353,16,0.23
work-2,M25O75,1601,1.601,1.0,11,0.11,0.1512965050732807,8,0.08,2.842696629213483,19,0.33
work-2,M25O75,1601,1.601,1.2,11,0.11,0.1512965050732807,8,0.08,3.247191011235955,18,0.3
work-2,M25O75,1601,1.601,1.4,11,0.11,0.1512965050732807,9,0.09,3.9213483146067416,16,0.3
work-2,M25O75,1701,1.701,1.0,22,0.22,0.2658850056369786,12,0.12,4.948717948717949,12,0.29
work-2,M25O75,1701,1.701,1.2,23,0.23,0.2712965050732807,12,0.12,5.103896103896104,12,0.27
work-2,M25O75,1701,1.701,1.4,45,0.45,0.5555355129650508,12,0.12,4.054545454545455,9,0.25
work-2,M25O75,1801,1.801,1.0,13,0.13,0.1437655016910935,8,0.08,3.160919540229885,16,0.35
work-2,M25O75,1801,1.801,1.2,13,0.13,0.1437655016910935,9,0.09,3.827586206896552,14,0.34
work-2,M25O75,1801,1.801,1.4,14,0.14,0.1491770011273957,9,0.09,3.953488372093023,14,0.32
work-2,M25O75,1901,1.901,1.0,12,0.12,0.1383540022547914,9,0.09,3.409090909090909,15,0.34
work-2,M25O75,1901,1.901,1.2,12,0.12,0.1383540022547914,9,0.09,3.704545454545455,16,0.29
work-2,M25O75,1901,1.901,1.4,12,0.12,0.1383540022547914,10,0.1,4.318181818181818,15,0.28
work-2,M25O75,2001,2.001,1.0,11,0.11,0.1145885005636978,7,0.07,3.269662921348315,17,0.32
work-2,M25O75,2001,2.001,1.2,15,0.15,0.1729425028184893,11,0.11,3.917647058823529,15,0.31
work-2,M25O75,2001,2.001,1.4,16,0.16,0.1783540022547914,11,0.11,3.952380952380953,15,0.3
work-2,M25O75,2101,2.101,1.0,18,0.18,0.2258850056369785,9,0.09,3.5609756097560976,17,0.25
work-2,M25O75,2101,2.101,1.2,26,0.26,0.2875310033821871,9,0.09,3.702702702702703,14,0.24
work-2,M25O75,2101,2.101,1.4,26,0.26,0.2875310033821871,10,0.1,3.945945945945946,14,0.23
work-2,M25O75,2201,2.201,1.0,16,0.16,0.2150620067643742,14,0.14,5.976190476190476,16,0.22
work-2,M25O75,2201,2.201,1.2,18,0.18,0.2258850056369785,14,0.14,6.073170731707317,15,0.22
work-2,M25O75,2201,2.201,1.4,20,0.2,0.2550620067643743,14,0.14,6.175,14,0.22
work-2,M25O75,2301,2.301,1.0,27,0.27,0.3296505073280721,7,0.07,2.589041095890411,17,0.28
work-2,M25O75,2301,2.301,1.2,27,0.27,0.3296505073280721,7,0.07,2.808219178082192,18,0.24
work-2,M25O75,2301,2.301,1.4,33,0.33,0.4171815107102593,7,0.07,2.582089552238806,17,0.23
work-2,M25O75,2401,2.401,1.0,17,0.17,0.2388275084554678,8,0.08,2.783132530120482,14,0.4
work-2,M25O75,2401,2.401,1.2,25,0.25,0.3188275084554678,7,0.07,2.2266666666666666,13,0.4
work-2,M25O75,2401,2.401,1.4,25,0.25,0.3188275084554678,7,0.07,2.2266666666666666,13,0.4
work-2,M25O75,2501,2.501,1.0,28,0.28,0.3167080045095828,10,0.1,4.138888888888889,13,0.27
work-2,M25O75,2501,2.501,1.2,30,0.3,0.3275310033821871,10,0.1,4.4,12,0.25
work-2,M25O75,2501,2.501,1.4,31,0.31,0.3329425028184893,11,0.11,5.057971014492754,12,0.21
work-2,M25O75,2601,2.601,1.0,27,0.27,0.3296505073280721,7,0.07,2.863013698630137,11,0.37
work-2,M25O75,2601,2.601,1.2,40,0.4,0.4550620067643743,7,0.07,2.466666666666667,9,0.34
work-2,M25O75,2601,2.601,1.4,40,0.4,0.4550620067643743,7,0.07,2.466666666666667,9,0.34
work-2,M25O75,2701,2.701,1.0,10,0.1,0.1275310033821871,9,0.09,3.333333333333333,18,0.32
work-2,M25O75,2701,2.701,1.2,11,0.11,0.1329425028184893,9,0.09,3.4719101123595504,18,0.3
work-2,M25O75,2701,2.701,1.4,11,0.11,0.1329425028184893,9,0.09,3.539325842696629,18,0.29
work-2,M25O75,2801,2.801,1.0,14,0.14,0.1675310033821871,11,0.11,4.5813953488372094,16,0.26
work-2,M25O75,2801,2.801,1.2,14,0.14,0.1675310033821871,11,0.11,5.046511627906977,15,0.26
work-2,M25O75,2801,2.801,1.4,16,0.16,0.1967080045095828,11,0.11,5.214285714285714,14,0.25
work-2,M25O75,2901,2.901,1.0,27,0.27,0.3112965050732807,7,0.07,3.0821917808219177,14,0.29
work-2,M25O75,2901,2.901,1.2,27,0.27,0.3112965050732807,7,0.07,3.246575342465753,14,0.28
work-2,M25O75,2901,2.901,1.4,27,0.27,0.3112965050732807,19,0.19,6.671232876712328,11,0.28
work-2,M25O75,3001,3.001,1.0,18,0.18,0.2258850056369785,12,0.12,3.707317073170732,15,0.33
work-2,M25O75,3001,3.001,1.2,18,0.18,0.2258850056369785,12,0.12,3.7560975609756095,15,0.32
work-2,M25O75,3001,3.001,1.4,18,0.18,0.2258850056369785,15,0.15,4.682926829268292,14,0.31
work-2,M25O75,3101,3.101,1.0,13,0.13,0.1437655016910935,12,0.12,4.287356321839081,20,0.2
work-2,M25O75,3101,3.101,1.2,17,0.17,0.1654114994363021,12,0.12,4.614457831325301,18,0.18
work-2,M25O75,3101,3.101,1.4,24,0.24,0.2583540022547914,12,0.12,5.815789473684211,15,0.16
work-2,M25O75,3201,3.201,1.0,15,0.15,0.1729425028184893,8,0.08,3.776470588235294,16,0.25
work-2,M25O75,3201,3.201,1.2,15,0.15,0.1729425028184893,8,0.08,3.988235294117647,16,0.23
work-2,M25O75,3201,3.201,1.4,16,0.16,0.1783540022547914,8,0.08,4.166666666666667,16,0.21
work-2,M25O75,3301,3.301,1.0,14,0.14,0.1675310033821871,9,0.09,3.395348837209302,21,0.23
work-2,M25O75,3301,3.301,1.2,14,0.14,0.1675310033821871,9,0.09,3.5348837209302326,20,0.23
work-2,M25O75,3301,3.301,1.4,14,0.14,0.1675310033821871,9,0.09,3.5348837209302326,20,0.23
work-2,M25O75,3401,3.401,1.0,8,0.08,0.1167080045095828,7,0.07,3.130434782608696,19,0.29
work-2,M25O75,3401,3.401,1.2,8,0.08,0.1167080045095828,7,0.07,3.3260869565217392,18,0.29
work-2,M25O75,3401,3.401,1.4,8,0.08,0.1167080045095828,7,0.07,3.565217391304348,18,0.26
work-2,M25O75,3501,3.501,1.0,10,0.1,0.1275310033821871,9,0.09,3.066666666666667,18,0.35
work-2,M25O75,3501,3.501,1.2,11,0.11,0.1512965050732807,9,0.09,3.966292134831461,16,0.32
work-2,M25O75,3501,3.501,1.4,13,0.13,0.1988275084554678,11,0.11,4.471264367816092,15,0.3
work-2,M25O75,3601,3.601,1.0,30,0.3,0.3458850056369786,10,0.1,3.914285714285714,18,0.18
work-2,M25O75,3601,3.601,1.2,30,0.3,0.3458850056369786,10,0.1,3.914285714285714,18,0.18
work-2,M25O75,3601,3.601,1.4,32,0.32,0.3567080045095828,10,0.1,4.029411764705882,17,0.17
work-2,M25O75,3701,3.701,1.0,16,0.16,0.1967080045095828,7,0.07,3.452380952380953,19,0.22
work-2,M25O75,3701,3.701,1.2,18,0.18,0.2075310033821871,10,0.1,4.7073170731707314,15,0.22
work-2,M25O75,3701,3.701,1.4,19,0.19,0.2129425028184892,17,0.17,7.0,13,0.2
work-2,M25O75,3801,3.801,1.0,14,0.14,0.1858850056369785,5,0.05,2.511627906976744,19,0.32
work-2,M25O75,3801,3.801,1.2,15,0.15,0.1912965050732807,10,0.1,3.941176470588236,17,0.25
work-2,M25O75,3801,3.801,1.4,15,0.15,0.1912965050732807,10,0.1,3.941176470588236,17,0.25
work-2,M25O75,3901,3.901,1.0,20,0.2,0.2550620067643743,10,0.1,4.2,13,0.29
work-2,M25O75,3901,3.901,1.2,20,0.2,0.2550620067643743,11,0.11,4.825,13,0.25
work-2,M25O75,3901,3.901,1.4,23,0.23,0.2712965050732807,14,0.14,6.428571428571429,11,0.23
work-2,M25O75,4001,4.001,1.0,25,0.25,0.3188275084554678,11,0.11,3.4266666666666667,12,0.35
work-2,M25O75,4001,4.001,1.2,26,0.26,0.3425930101465614,11,0.11,3.45945945945946,12,0.34
work-2,M25O75,4001,4.001,1.4,26,0.26,0.3425930101465614,11,0.11,3.675675675675676,12,0.32
work-2,M25O75,4101,4.101,1.0,14,0.14,0.1858850056369785,10,0.1,3.4186046511627906,18,0.3
work-2,M25O75,4101,4.101,1.2,14,0.14,0.1858850056369785,10,0.1,3.674418604651162,17,0.28
work-2,M25O75,4101,4.101,1.4,14,0.14,0.1858850056369785,11,0.11,4.348837209302325,15,0.26
work-2,M25O75,4201,4.2010000000000005,1.0,15,0.15,0.1545885005636978,13,0.13,4.458823529411765,16,0.3
work-2,M25O75,4201,4.2010000000000005,1.2,15,0.15,0.1545885005636978,13,0.13,4.647058823529412,16,0.28
work-2,M25O75,4201,4.2010000000000005,1.4,15,0.15,0.1545885005636978,13,0.13,4.647058823529412,16,0.28
work-2,M25O75,4301,4.301,1.0,27,0.27,0.3480045095828636,8,0.08,3.054794520547945,13,0.3
work-2,M25O75,4301,4.301,1.2,28,0.28,0.3534160090191657,8,0.08,3.083333333333333,13,0.29
work-2,M25O75,4301,4.301,1.4,29,0.29,0.3588275084554678,8,0.08,3.140845070422535,14,0.26
work-2,M25O75,4401,4.401,1.0,22,0.22,0.3025930101465614,7,0.07,2.8974358974358974,13,0.33
work-2,M25O75,4401,4.401,1.2,27,0.27,0.3480045095828636,7,0.07,2.863013698630137,12,0.32
work-2,M25O75,4401,4.401,1.4,27,0.27,0.3480045095828636,9,0.09,3.6575342465753424,11,0.3
work-2,M25O75,4501,4.501,1.0,48,0.48,0.5534160090191658,4,0.04,1.807692307692308,12,0.26
work-2,M25O75,4501,4.501,1.2,48,0.48,0.5534160090191658,4,0.04,1.807692307692308,12,0.26
work-2,M25O75,4501,4.501,1.4,49,0.49,0.5588275084554679,6,0.06,2.294117647058824,10,0.25
work-2,M25O75,4601,4.601,1.0,19,0.19,0.2129425028184892,6,0.06,2.950617283950617,19,0.23
work-2,M25O75,4601,4.601,1.2,20,0.2,0.2183540022547914,9,0.09,3.575,17,0.21
work-2,M25O75,4601,4.601,1.4,20,0.2,0.2183540022547914,10,0.1,4.325,17,0.18
work-2,M25O75,4701,4.7010000000000005,1.0,33,0.33,0.3988275084554679,8,0.08,2.671641791044776,14,0.28
work-2,M25O75,4701,4.7010000000000005,1.2,33,0.33,0.3988275084554679,9,0.09,3.2686567164179103,13,0.27
work-2,M25O75,4701,4.7010000000000005,1.4,35,0.35,0.4280045095828635,9,0.09,3.5846153846153848,12,0.25
work-2,M25O75,4801,4.801,1.0,31,0.31,0.3880045095828636,7,0.07,2.710144927536232,13,0.3
work-2,M25O75,4801,4.801,1.2,39,0.39,0.4496505073280721,6,0.06,2.344262295081968,12,0.28
work-2,M25O75,4801,4.801,1.4,39,0.39,0.4496505073280721,6,0.06,2.540983606557377,12,0.26
work-2,M25O75,4901,4.901,1.0,19,0.19,0.286358511837655,7,0.07,2.703703703703704,18,0.31
work-2,M25O75,4901,4.901,1.2,19,0.19,0.286358511837655,8,0.08,2.876543209876543,18,0.3
work-2,M25O75,4901,4.901,1.4,28,0.28,0.3901240135287486,8,0.08,2.75,16,0.29
work,M30O70,1001,1.001,1.0,16,0.16,0.1969847170590665,12,0.12,5.166666666666667,12,0.3
work,M30O70,1001,1.001,1.2,20,0.2,0.2336224700536968,16,0.16,6.525,10,0.3
work,M30O70,1001,1.001,1.4,32,0.32,0.4107806691449814,16,0.16,6.176470588235294,9,0.27
work,M30O70,1101,1.101,1.0,12,0.12,0.1771581990912845,12,0.12,3.613636363636364,17,0.34
work,M30O70,1101,1.101,1.2,12,0.12,0.1771581990912845,12,0.12,3.6818181818181817,18,0.31
work,M30O70,1101,1.101,1.4,21,0.21,0.3058240396530359,12,0.12,3.5822784810126582,16,0.3
work,M30O70,1201,1.201,1.0,10,0.1,0.1336224700536968,10,0.1,3.6222222222222222,18,0.3
work,M30O70,1201,1.201,1.2,11,0.11,0.1553903345724907,10,0.1,4.213483146067416,17,0.28
work,M30O70,1201,1.201,1.4,13,0.13,0.1989260636100784,11,0.11,4.747126436781609,17,0.24
work,M30O70,1301,1.301,1.0,8,0.08,0.1237092110698058,8,0.08,4.021739130434782,20,0.2
work,M30O70,1301,1.301,1.2,16,0.16,0.1969847170590665,8,0.08,3.928571428571429,18,0.2
work,M30O70,1301,1.301,1.4,21,0.21,0.2385790995456423,8,0.08,4.113924050632911,16,0.19
work,M30O70,1401,1.401,1.0,23,0.23,0.2653035935563816,18,0.18,6.116883116883117,14,0.24
work,M30O70,1401,1.401,1.2,23,0.23,0.2653035935563816,20,0.2,7.987012987012987,11,0.24
