replicate,system,frame,time_us,cutoff_nm,largest_cluster_size,largest_cluster_fraction,largest_cluster_residue_fraction,second_cluster_size,second_cluster_fraction,finite_cluster_mean_size,N_clusters_size_ge_2,monomer_fraction
work-1,M10O90-S2,4701,4.7010000000000005,1.4,20,0.1818181818181818,0.1929682638456751,7,0.0636363636363636,2.3777777777777778,20,0.3454545454545454
work-1,M10O90-S2,4801,4.801,1.0,10,0.0909090909090909,0.0918481642812694,6,0.0545454545454545,2.7,22,0.3090909090909091
work-1,M10O90-S2,4801,4.801,1.2,10,0.0909090909090909,0.0918481642812694,6,0.0545454545454545,2.7,22,0.3090909090909091
work-1,M10O90-S2,4801,4.801,1.4,10,0.0909090909090909,0.0918481642812694,6,0.0545454545454545,2.8,22,0.2909090909090909
work-1,M10O90-S2,4901,4.901,1.0,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,2.8823529411764706,24,0.2636363636363636
work-1,M10O90-S2,4901,4.901,1.2,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,2.92156862745098,24,0.2545454545454545
work-1,M10O90-S2,4901,4.901,1.4,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,2.92156862745098,24,0.2545454545454545
work-2,M10O90-S2,1001,1.001,1.0,6,0.0545454545454545,0.0705662725575606,6,0.0545454545454545,3.1153846153846154,23,0.2727272727272727
work-2,M10O90-S2,1001,1.001,1.2,12,0.109090909090909,0.1332296204107032,6,0.0545454545454545,3.142857142857143,22,0.2545454545454545
work-2,M10O90-S2,1001,1.001,1.4,12,0.109090909090909,0.1332296204107032,6,0.0545454545454545,3.204081632653061,23,0.2272727272727272
work-2,M10O90-S2,1101,1.101,1.0,7,0.0636363636363636,0.0794026135656502,7,0.0636363636363636,2.8446601941747574,26,0.2909090909090909
work-2,M10O90-S2,1101,1.101,1.2,13,0.1181818181818181,0.1235220908525202,9,0.0818181818181818,3.4329896907216493,23,0.2454545454545454
work-2,M10O90-S2,1101,1.101,1.4,14,0.1272727272727272,0.1309894212818917,9,0.0818181818181818,3.4791666666666665,24,0.2181818181818181
work-2,M10O90-S2,1201,1.201,1.0,6,0.0545454545454545,0.0626633478531425,5,0.0454545454545454,2.4615384615384617,25,0.3272727272727272
work-2,M10O90-S2,1201,1.201,1.2,10,0.0909090909090909,0.0925326695706285,6,0.0545454545454545,2.5,25,0.3
work-2,M10O90-S2,1201,1.201,1.4,10,0.0909090909090909,0.0925326695706285,6,0.0545454545454545,2.66,25,0.2727272727272727
work-2,M10O90-S2,1301,1.301,1.0,7,0.0636363636363636,0.070130678282514,6,0.0545454545454545,2.3398058252427183,27,0.3181818181818182
work-2,M10O90-S2,1301,1.301,1.2,8,0.0727272727272727,0.0769135034225264,7,0.0636363636363636,2.7450980392156863,26,0.2909090909090909
work-2,M10O90-S2,1301,1.301,1.4,8,0.0727272727272727,0.0947728686994399,8,0.0727272727272727,3.2549019607843137,24,0.2818181818181818
work-2,M10O90-S2,1401,1.401,1.0,8,0.0727272727272727,0.059738643434972,6,0.0545454545454545,2.4901960784313726,25,0.3181818181818182
work-2,M10O90-S2,1401,1.401,1.2,8,0.0727272727272727,0.059738643434972,6,0.0545454545454545,2.607843137254902,26,0.2818181818181818
work-2,M10O90-S2,1401,1.401,1.4,8,0.0727272727272727,0.059738643434972,7,0.0636363636363636,2.823529411764706,29,0.209090909090909
work-2,M10O90-S2,1501,1.501,1.0,8,0.0727272727272727,0.0769135034225264,7,0.0636363636363636,2.843137254901961,22,0.3272727272727272
work-2,M10O90-S2,1501,1.501,1.2,8,0.0727272727272727,0.0769135034225264,8,0.0727272727272727,3.156862745098039,22,0.3
work-2,M10O90-S2,1501,1.501,1.4,9,0.0818181818181818,0.0936527691350342,9,0.0818181818181818,3.5544554455445545,21,0.2727272727272727
work-2,M10O90-S2,1601,1.601,1.0,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,2.5098039215686274,24,0.3272727272727272
work-2,M10O90-S2,1601,1.601,1.2,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,2.6666666666666665,25,0.2909090909090909
work-2,M10O90-S2,1601,1.601,1.4,9,0.0818181818181818,0.0936527691350342,6,0.0545454545454545,3.03960396039604,25,0.2363636363636363
work-2,M10O90-S2,1701,1.701,1.0,6,0.0545454545454545,0.0726197884256378,4,0.0363636363636363,1.9230769230769231,27,0.3818181818181818
work-2,M10O90-S2,1701,1.701,1.2,6,0.0545454545454545,0.0726197884256378,4,0.0363636363636363,1.9615384615384612,27,0.3727272727272727
work-2,M10O90-S2,1701,1.701,1.4,6,0.0545454545454545,0.0726197884256378,4,0.0363636363636363,2.0961538461538463,27,0.3454545454545454
work-2,M10O90-S2,1801,1.801,1.0,9,0.0818181818181818,0.0936527691350342,9,0.0818181818181818,3.277227722772277,23,0.3090909090909091
work-2,M10O90-S2,1801,1.801,1.2,9,0.0818181818181818,0.0936527691350342,9,0.0818181818181818,3.277227722772277,23,0.3090909090909091
work-2,M10O90-S2,1801,1.801,1.4,9,0.0818181818181818,0.0936527691350342,9,0.0818181818181818,3.3168316831683167,25,0.2727272727272727
work-2,M10O90-S2,1901,1.901,1.0,17,0.1545454545454545,0.1719352831362788,6,0.0545454545454545,2.5268817204301075,22,0.3090909090909091
work-2,M10O90-S2,1901,1.901,1.2,18,0.1636363636363636,0.1794026135656503,9,0.0818181818181818,3.1956521739130435,20,0.3
work-2,M10O90-S2,1901,1.901,1.4,18,0.1636363636363636,0.1794026135656503,9,0.0818181818181818,3.369565217391304,20,0.2909090909090909
work-2,M10O90-S2,2001,2.001,1.0,8,0.0727272727272727,0.059738643434972,7,0.0636363636363636,3.156862745098039,19,0.3272727272727272
work-2,M10O90-S2,2001,2.001,1.2,8,0.0727272727272727,0.059738643434972,7,0.0636363636363636,3.156862745098039,19,0.3272727272727272
work-2,M10O90-S2,2001,2.001,1.4,8,0.0727272727272727,0.059738643434972,7,0.0636363636363636,3.156862745098039,19,0.3272727272727272
work-2,M10O90-S2,2101,2.101,1.0,11,0.1,0.1,8,0.0727272727272727,3.2626262626262625,20,0.3181818181818182
work-2,M10O90-S2,2101,2.101,1.2,11,0.1,0.1,8,0.0727272727272727,3.383838383838384,21,0.2909090909090909
work-2,M10O90-S2,2101,2.101,1.4,11,0.1,0.1,8,0.0727272727272727,3.484848484848485,21,0.2727272727272727
work-2,M10O90-S2,2201,2.201,1.0,16,0.1454545454545454,0.1459240821406347,7,0.0636363636363636,2.425531914893617,19,0.3909090909090909
work-2,M10O90-S2,2201,2.201,1.2,16,0.1454545454545454,0.1459240821406347,7,0.0636363636363636,2.574468085106383,19,0.3727272727272727
work-2,M10O90-S2,2201,2.201,1.4,16,0.1454545454545454,0.1459240821406347,7,0.0636363636363636,2.574468085106383,19,0.3727272727272727
work-2,M10O90-S2,2301,2.301,1.0,11,0.1,0.1099564405724953,7,0.0636363636363636,2.4545454545454546,28,0.2636363636363636
work-2,M10O90-S2,2301,2.301,1.2,13,0.1181818181818181,0.1248911014312383,8,0.0727272727272727,2.6907216494845363,27,0.2363636363636363
work-2,M10O90-S2,2301,2.301,1.4,13,0.1181818181818181,0.1248911014312383,8,0.0727272727272727,2.855670103092784,26,0.2272727272727272
work-2,M10O90-S2,2401,2.401,1.0,10,0.0909090909090909,0.0925326695706285,8,0.0727272727272727,2.88,25,0.2727272727272727
work-2,M10O90-S2,2401,2.401,1.2,10,0.0909090909090909,0.0925326695706285,8,0.0727272727272727,3.02,25,0.2545454545454545
work-2,M10O90-S2,2401,2.401,1.4,10,0.0909090909090909,0.0925326695706285,10,0.0909090909090909,3.4,24,0.2454545454545454
work-2,M10O90-S2,2501,2.501,1.0,6,0.0545454545454545,0.0540759178593652,6,0.0545454545454545,2.5,25,0.3272727272727272
work-2,M10O90-S2,2501,2.501,1.2,8,0.0727272727272727,0.0769135034225264,6,0.0545454545454545,2.607843137254902,24,0.3181818181818182
work-2,M10O90-S2,2501,2.501,1.4,8,0.0727272727272727,0.0769135034225264,6,0.0545454545454545,2.647058823529412,26,0.2818181818181818
work-2,M10O90-S2,2601,2.601,1.0,11,0.1,0.1185438705662725,8,0.0727272727272727,3.323232323232323,18,0.3272727272727272
work-2,M10O90-S2,2601,2.601,1.2,11,0.1,0.1185438705662725,8,0.0727272727272727,3.4242424242424243,19,0.3
work-2,M10O90-S2,2601,2.601,1.4,11,0.1,0.1185438705662725,8,0.0727272727272727,3.4242424242424243,19,0.3
work-2,M10O90-S2,2701,2.701,1.0,8,0.0727272727272727,0.0868699439950217,7,0.0636363636363636,2.6862745098039214,23,0.3272727272727272
work-2,M10O90-S2,2701,2.701,1.2,8,0.0727272727272727,0.0868699439950217,7,0.0636363636363636,3.07843137254902,22,0.3
work-2,M10O90-S2,2701,2.701,1.4,8,0.0727272727272727,0.0868699439950217,7,0.0636363636363636,3.235294117647059,24,0.2545454545454545
work-2,M10O90-S2,2801,2.801,1.0,5,0.0454545454545454,0.0459240821406347,5,0.0454545454545454,2.4857142857142858,26,0.3090909090909091
work-2,M10O90-S2,2801,2.801,1.2,7,0.0636363636363636,0.0787181082762912,5,0.0454545454545454,2.5145631067961167,26,0.2909090909090909
work-2,M10O90-S2,2801,2.801,1.4,7,0.0636363636363636,0.0787181082762912,5,0.0454545454545454,2.6893203883495147,25,0.2818181818181818
work-2,M10O90-S2,2901,2.901,1.0,6,0.0545454545454545,0.0626633478531425,5,0.0454545454545454,2.2115384615384617,22,0.4090909090909091
work-2,M10O90-S2,2901,2.901,1.2,9,0.0818181818181818,0.0757934038581207,6,0.0545454545454545,2.742574257425743,19,0.3818181818181818
work-2,M10O90-S2,2901,2.901,1.4,9,0.0818181818181818,0.0757934038581207,6,0.0545454545454545,2.742574257425743,19,0.3818181818181818
work-2,M10O90-S2,3001,3.001,1.0,12,0.109090909090909,0.1345986309894213,9,0.0818181818181818,2.897959183673469,23,0.2909090909090909
work-2,M10O90-S2,3001,3.001,1.2,12,0.109090909090909,0.1345986309894213,9,0.0818181818181818,3.122448979591837,22,0.2818181818181818
work-2,M10O90-S2,3001,3.001,1.4,12,0.109090909090909,0.1345986309894213,12,0.109090909090909,3.979591836734694,19,0.2727272727272727
work-2,M10O90-S2,3101,3.101,1.0,6,0.0545454545454545,0.0719352831362787,4,0.0363636363636363,2.0,29,0.3363636363636363
work-2,M10O90-S2,3101,3.101,1.2,6,0.0545454545454545,0.0719352831362787,4,0.0363636363636363,2.0576923076923075,29,0.3272727272727272
work-2,M10O90-S2,3101,3.101,1.4,6,0.0545454545454545,0.0719352831362787,6,0.0545454545454545,2.423076923076923,27,0.3
work-2,M10O90-S2,3201,3.201,1.0,6,0.0545454545454545,0.0626633478531425,6,0.0545454545454545,2.5384615384615383,22,0.3636363636363636
work-2,M10O90-S2,3201,3.201,1.2,7,0.0636363636363636,0.0615432482887367,6,0.0545454545454545,2.766990291262136,21,0.3454545454545454
work-2,M10O90-S2,3201,3.201,1.4,7,0.0636363636363636,0.0615432482887367,6,0.0545454545454545,2.766990291262136,21,0.3454545454545454
work-2,M10O90-S2,3301,3.301,1.0,7,0.0636363636363636,0.0694461729931549,5,0.0454545454545454,2.4563106796116503,22,0.3545454545454545
work-2,M10O90-S2,3301,3.301,1.2,7,0.0636363636363636,0.0694461729931549,5,0.0454545454545454,2.5728155339805827,22,0.3363636363636363
work-2,M10O90-S2,3301,3.301,1.4,7,0.0636363636363636,0.0694461729931549,5,0.0454545454545454,2.766990291262136,21,0.3272727272727272
work-2,M10O90-S2,3401,3.401,1.0,10,0.0909090909090909,0.1024891101431238,9,0.0818181818181818,2.68,21,0.3818181818181818
work-2,M10O90-S2,3401,3.401,1.2,10,0.0909090909090909,0.1024891101431238,9,0.0818181818181818,2.72,21,0.3727272727272727
work-2,M10O90-S2,3401,3.401,1.4,10,0.0909090909090909,0.1024891101431238,9,0.0818181818181818,2.98,22,0.3272727272727272
work-2,M10O90-S2,3501,3.501,1.0,8,0.0727272727272727,0.059738643434972,7,0.0636363636363636,3.019607843137255,20,0.3272727272727272
work-2,M10O90-S2,3501,3.501,1.2,9,0.0818181818181818,0.0672059738643435,7,0.0636363636363636,3.118811881188119,19,0.3181818181818182
work-2,M10O90-S2,3501,3.501,1.4,9,0.0818181818181818,0.0672059738643435,8,0.0727272727272727,3.891089108910891,20,0.2454545454545454
work-2,M10O90-S2,3601,3.601,1.0,11,0.1,0.1171748599875544,10,0.0909090909090909,3.282828282828283,19,0.3272727272727272
work-2,M10O90-S2,3601,3.601,1.2,11,0.1,0.1171748599875544,10,0.0909090909090909,3.282828282828283,19,0.3272727272727272
work-2,M10O90-S2,3601,3.601,1.4,14,0.1272727272727272,0.1395768512756689,10,0.0909090909090909,3.3125,19,0.3090909090909091
work-2,M10O90-S2,3701,3.701,1.0,10,0.0909090909090909,0.0918481642812694,9,0.0818181818181818,3.26,20,0.3090909090909091
work-2,M10O90-S2,3701,3.701,1.2,10,0.0909090909090909,0.0918481642812694,9,0.0818181818181818,3.56,19,0.3
work-2,M10O90-S2,3701,3.701,1.4,15,0.1363636363636363,0.1470441817050404,10,0.0909090909090909,3.568421052631579,18,0.3
work-2,M10O90-S2,3801,3.801,1.0,7,0.0636363636363636,0.0615432482887367,6,0.0545454545454545,2.786407766990292,27,0.2454545454545454
work-2,M10O90-S2,3801,3.801,1.2,7,0.0636363636363636,0.0615432482887367,6,0.0545454545454545,2.941747572815534,28,0.209090909090909
work-2,M10O90-S2,3801,3.801,1.4,8,0.0727272727272727,0.0775980087118855,6,0.0545454545454545,3.019607843137255,29,0.1727272727272727
work-2,M10O90-S2,3901,3.901,1.0,12,0.109090909090909,0.125326695706285,7,0.0636363636363636,2.897959183673469,17,0.4
work-2,M10O90-S2,3901,3.901,1.2,19,0.1727272727272727,0.195457373988799,7,0.0636363636363636,2.6483516483516483,17,0.3727272727272727
work-2,M10O90-S2,3901,3.901,1.4,20,0.1818181818181818,0.2029247044181705,7,0.0636363636363636,2.6666666666666665,17,0.3636363636363636
work-2,M10O90-S2,4001,4.001,1.0,9,0.0818181818181818,0.0757934038581207,6,0.0545454545454545,2.366336633663366,19,0.4272727272727272
work-2,M10O90-S2,4001,4.001,1.2,9,0.0818181818181818,0.0757934038581207,6,0.0545454545454545,2.5247524752475248,20,0.3818181818181818
work-2,M10O90-S2,4001,4.001,1.4,12,0.109090909090909,0.1067828251400124,7,0.0636363636363636,2.795918367346939,19,0.3545454545454545
work-2,M10O90-S2,4101,4.101,1.0,28,0.2545454545454545,0.2705662725575606,7,0.0636363636363636,2.5609756097560976,14,0.3727272727272727
work-2,M10O90-S2,4101,4.101,1.2,30,0.2727272727272727,0.2855009334163036,7,0.0636363636363636,2.7,15,0.3272727272727272
work-2,M10O90-S2,4101,4.101,1.4,31,0.2818181818181818,0.2929682638456751,8,0.0727272727272727,3.0253164556962027,15,0.2909090909090909
work-2,M10O90-S2,4201,4.2010000000000005,1.0,11,0.1,0.135718730553827,10,0.0909090909090909,3.404040404040404,23,0.2454545454545454
work-2,M10O90-S2,4201,4.2010000000000005,1.2,17,0.1545454545454545,0.1897946484131923,10,0.0909090909090909,3.4301075268817205,21,0.2363636363636363
work-2,M10O90-S2,4201,4.2010000000000005,1.4,17,0.1545454545454545,0.1897946484131923,10,0.0909090909090909,3.5591397849462365,21,0.2181818181818181
work-2,M10O90-S2,4301,4.301,1.0,9,0.0818181818181818,0.085065339141257,6,0.0545454545454545,2.405940594059406,22,0.3727272727272727
work-2,M10O90-S2,4301,4.301,1.2,9,0.0818181818181818,0.085065339141257,7,0.0636363636363636,2.9207920792079207,23,0.3090909090909091
work-2,M10O90-S2,4301,4.301,1.4,9,0.0818181818181818,0.085065339141257,8,0.0727272727272727,3.396039603960396,21,0.2818181818181818
work-2,M10O90-S2,4401,4.401,1.0,19,0.1727272727272727,0.2040448039825762,8,0.0727272727272727,2.7362637362637363,21,0.2818181818181818
work-2,M10O90-S2,4401,4.401,1.2,20,0.1818181818181818,0.2115121344119477,8,0.0727272727272727,2.7555555555555555,21,0.2727272727272727
work-2,M10O90-S2,4401,4.401,1.4,20,0.1818181818181818,0.2115121344119477,8,0.0727272727272727,3.1333333333333333,20,0.2454545454545454
work-2,M10O90-S2,4501,4.501,1.0,10,0.0909090909090909,0.110392034847542,8,0.0727272727272727,2.58,19,0.4090909090909091
work-2,M10O90-S2,4501,4.501,1.2,20,0.1818181818181818,0.2029247044181705,8,0.0727272727272727,2.311111111111111,18,0.3909090909090909
work-2,M10O90-S2,4501,4.501,1.4,22,0.2,0.2178593652769135,8,0.0727272727272727,2.7045454545454546,18,0.3272727272727272
work-2,M10O90-S2,4601,4.601,1.0,9,0.0818181818181818,0.0936527691350342,5,0.0454545454545454,2.5445544554455446,25,0.2909090909090909
work-2,M10O90-S2,4601,4.601,1.2,9,0.0818181818181818,0.0936527691350342,7,0.0636363636363636,2.782178217821782,24,0.2818181818181818
work-2,M10O90-S2,4601,4.601,1.4,9,0.0818181818181818,0.0936527691350342,7,0.0636363636363636,2.9207920792079207,25,0.2454545454545454
work-2,M10O90-S2,4701,4.7010000000000005,1.0,16,0.1454545454545454,0.1459240821406347,10,0.0909090909090909,2.872340425531915,19,0.3545454545454545
work-2,M10O90-S2,4701,4.7010000000000005,1.2,16,0.1454545454545454,0.1459240821406347,10,0.0909090909090909,2.9574468085106385,19,0.3454545454545454
work-2,M10O90-S2,4701,4.7010000000000005,1.4,16,0.1454545454545454,0.1459240821406347,10,0.0909090909090909,3.2127659574468086,18,0.3363636363636363
work-2,M10O90-S2,4801,4.801,1.0,21,0.1909090909090909,0.2196639701306783,14,0.1272727272727272,4.213483146067416,23,0.1909090909090909
work-2,M10O90-S2,4801,4.801,1.2,21,0.1909090909090909,0.2196639701306783,15,0.1363636363636363,4.573033707865169,23,0.1727272727272727
work-2,M10O90-S2,4801,4.801,1.4,24,0.2181818181818181,0.2599253266957063,15,0.1363636363636363,4.674418604651163,22,0.1636363636363636
work-2,M10O90-S2,4901,4.901,1.0,14,0.1272727272727272,0.1131300560049782,9,0.0818181818181818,3.270833333333333,21,0.2818181818181818
work-2,M10O90-S2,4901,4.901,1.2,14,0.1272727272727272,0.1131300560049782,9,0.0818181818181818,3.270833333333333,21,0.2818181818181818
work-2,M10O90-S2,4901,4.901,1.4,15,0.1363636363636363,0.1205973864343497,9,0.0818181818181818,3.631578947368421,19,0.2727272727272727
work,M10O90-S4,1001,1.001,1.0,13,0.1,0.1002696535988384,11,0.0846153846153846,4.316239316239316,23,0.2461538461538461
work,M10O90-S4,1001,1.001,1.2,13,0.1,0.1002696535988384,11,0.0846153846153846,4.521367521367521,22,0.2384615384615384
work,M10O90-S4,1001,1.001,1.4,15,0.1153846153846153,0.1152872847956855,11,0.0846153846153846,4.582608695652174,22,0.2230769230769231
work,M10O90-S4,1101,1.101,1.0,12,0.0923076923076923,0.0950217797137523,8,0.0615384615384615,3.610169491525424,23,0.2769230769230769
work,M10O90-S4,1101,1.101,1.2,12,0.0923076923076923,0.0950217797137523,8,0.0615384615384615,3.610169491525424,23,0.2769230769230769
work,M10O90-S4,1101,1.101,1.4,12,0.0923076923076923,0.0950217797137523,12,0.0923076923076923,4.47457627118644,21,0.2692307692307692
work,M10O90-S4,1201,1.201,1.0,13,0.1,0.1017216345156606,5,0.0384615384615384,2.247863247863248,29,0.3230769230769231
work,M10O90-S4,1201,1.201,1.2,14,0.1076923076923077,0.1091889649450321,5,0.0384615384615384,2.293103448275862,29,0.3076923076923077
work,M10O90-S4,1201,1.201,1.4,14,0.1076923076923077,0.1091889649450321,7,0.0538461538461538,2.9482758620689653,26,0.2769230769230769
work,M10O90-S4,1301,1.301,1.0,7,0.0538461538461538,0.0540759178593652,6,0.0461538461538461,2.83739837398374,29,0.2846153846153846
work,M10O90-S4,1301,1.301,1.2,7,0.0538461538461538,0.0540759178593652,6,0.0461538461538461,3.016260162601626,31,0.2307692307692307
work,M10O90-S4,1301,1.301,1.4,7,0.0538461538461538,0.0540759178593652,6,0.0461538461538461,3.113821138211382,31,0.2153846153846154
work,M10O90-S4,1401,1.401,1.0,14,0.1076923076923077,0.1099564405724953,8,0.0615384615384615,3.103448275862069,25,0.3076923076923077
work,M10O90-S4,1401,1.401,1.2,14,0.1076923076923077,0.1092719352831362,14,0.1076923076923077,3.931034482758621,24,0.3076923076923077
work,M10O90-S4,1401,1.401,1.4,14,0.1076923076923077,0.1092719352831362,14,0.1076923076923077,3.9655172413793114,26,0.2769230769230769
work,M10O90-S4,1501,1.501,1.0,17,0.1307692307692307,0.1354698195395146,14,0.1076923076923077,3.884955752212389,23,0.2846153846153846
work,M10O90-S4,1501,1.501,1.2,17,0.1307692307692307,0.1354698195395146,14,0.1076923076923077,4.221238938053097,21,0.2846153846153846
work,M10O90-S4,1501,1.501,1.4,17,0.1307692307692307,0.1354698195395146,14,0.1076923076923077,4.221238938053097,21,0.2846153846153846
work,M10O90-S4,1601,1.601,1.0,11,0.0846153846153846,0.0875544492843808,9,0.0692307692307692,3.638655462184874,18,0.3538461538461538
work,M10O90-S4,1601,1.601,1.2,11,0.0846153846153846,0.0875544492843808,10,0.0769230769230769,3.823529411764706,20,0.3153846153846154
work,M10O90-S4,1601,1.601,1.4,14,0.1076923076923077,0.1099564405724953,10,0.0769230769230769,4.293103448275862,19,0.2769230769230769
work,M10O90-S4,1701,1.701,1.0,9,0.0692307692307692,0.070815183571873,9,0.0692307692307692,3.0991735537190084,31,0.2461538461538461
work,M10O90-S4,1701,1.701,1.2,9,0.0692307692307692,0.070815183571873,9,0.0692307692307692,3.2975206611570247,30,0.2461538461538461
work,M10O90-S4,1701,1.701,1.4,12,0.0923076923076923,0.0942543040862891,9,0.0692307692307692,3.8135593220338975,27,0.2307692307692307
work,M10O90-S4,1801,1.801,1.0,9,0.0692307692307692,0.070815183571873,6,0.0461538461538461,2.669421487603306,28,0.3230769230769231
work,M10O90-S4,1801,1.801,1.2,9,0.0692307692307692,0.070815183571873,6,0.0461538461538461,2.851239669421488,27,0.3153846153846154
work,M10O90-S4,1801,1.801,1.4,9,0.0692307692307692,0.0693632026550508,9,0.0692307692307692,3.2975206611570247,28,0.2692307692307692
work,M10O90-S4,1901,1.901,1.0,13,0.1,0.1018875751918689,11,0.0846153846153846,3.905982905982906,21,0.3
work,M10O90-S4,1901,1.901,1.2,13,0.1,0.1018875751918689,11,0.0846153846153846,3.957264957264957,21,0.2923076923076923
work,M10O90-S4,1901,1.901,1.4,13,0.1,0.1018875751918689,11,0.0846153846153846,4.982905982905983,19,0.2692307692307692
work,M10O90-S4,2001,2.001,1.0,9,0.0692307692307692,0.0690105787181082,7,0.0538461538461538,2.8181818181818183,27,0.3230769230769231
work,M10O90-S4,2001,2.001,1.2,9,0.0692307692307692,0.0690105787181082,9,0.0692307692307692,3.4297520661157024,28,0.2692307692307692
work,M10O90-S4,2001,2.001,1.4,16,0.123076923076923,0.1231694669155776,9,0.0692307692307692,3.473684210526316,27,0.2461538461538461
work,M10O90-S4,2101,2.101,1.0,14,0.1076923076923077,0.1081518357187305,10,0.0769230769230769,3.0517241379310347,23,0.3230769230769231
work,M10O90-S4,2101,2.101,1.2,14,0.1076923076923077,0.1081518357187305,10,0.0769230769230769,3.0517241379310347,23,0.3230769230769231
work,M10O90-S4,2101,2.101,1.4,14,0.1076923076923077,0.1081518357187305,10,0.0769230769230769,3.0689655172413794,24,0.3076923076923077
work,M10O90-S4,2201,2.201,1.0,12,0.0923076923076923,0.0970960381663555,8,0.0615384615384615,3.135593220338983,28,0.2538461538461538
work,M10O90-S4,2201,2.201,1.2,12,0.0923076923076923,0.0970960381663555,8,0.0615384615384615,3.23728813559322,29,0.2230769230769231
work,M10O90-S4,2201,2.201,1.4,12,0.0923076923076923,0.0970960381663555,8,0.0615384615384615,3.3559322033898304,29,0.2076923076923077
work,M10O90-S4,2301,2.301,1.0,11,0.0846153846153846,0.0875544492843808,9,0.0692307692307692,3.033613445378151,25,0.3384615384615385
work,M10O90-S4,2301,2.301,1.2,11,0.0846153846153846,0.0875544492843808,9,0.0692307692307692,3.134453781512605,26,0.3076923076923077
work,M10O90-S4,2301,2.301,1.4,11,0.0846153846153846,0.0875544492843808,9,0.0692307692307692,3.2184873949579837,27,0.2769230769230769
work,M10O90-S4,2401,2.401,1.0,6,0.0461538461538461,0.0466085874299937,6,0.0461538461538461,2.790322580645161,33,0.2461538461538461
work,M10O90-S4,2401,2.401,1.2,10,0.0769230769230769,0.0785521676000829,7,0.0538461538461538,2.966666666666667,31,0.2384615384615384
work,M10O90-S4,2401,2.401,1.4,10,0.0769230769230769,0.0785521676000829,7,0.0538461538461538,3.083333333333333,32,0.2153846153846154
work,M10O90-S4,2501,2.501,1.0,14,0.1076923076923077,0.1092304501140842,10,0.0769230769230769,3.603448275862069,25,0.2615384615384615
work,M10O90-S4,2501,2.501,1.2,14,0.1076923076923077,0.1092304501140842,10,0.0769230769230769,4.051724137931035,24,0.2461538461538461
work,M10O90-S4,2501,2.501,1.4,15,0.1153846153846153,0.1167807508815598,13,0.1,4.6347826086956525,23,0.2307692307692307
work,M10O90-S4,2601,2.601,1.0,16,0.123076923076923,0.1248911014312383,9,0.0692307692307692,3.473684210526316,23,0.2692307692307692
work,M10O90-S4,2601,2.601,1.2,16,0.123076923076923,0.1248911014312383,9,0.0692307692307692,3.543859649122807,25,0.2307692307692307
work,M10O90-S4,2601,2.601,1.4,16,0.123076923076923,0.1248911014312383,9,0.0692307692307692,3.719298245614035,24,0.2307692307692307
work,M10O90-S4,2701,2.701,1.0,19,0.1461538461538461,0.149367351171956,11,0.0846153846153846,3.36036036036036,20,0.3461538461538461
work,M10O90-S4,2701,2.701,1.2,26,0.2,0.2037129226301597,12,0.0923076923076923,3.3846153846153846,20,0.3153846153846154
work,M10O90-S4,2701,2.701,1.4,28,0.2153846153846154,0.2186475834889027,12,0.0923076923076923,3.5098039215686274,19,0.3076923076923077
work,M10O90-S4,2801,2.801,1.0,9,0.0692307692307692,0.070130678282514,8,0.0615384615384615,3.2148760330578514,26,0.3
work,M10O90-S4,2801,2.801,1.2,9,0.0692307692307692,0.070130678282514,8,0.0615384615384615,3.347107438016529,25,0.2923076923076923
work,M10O90-S4,2801,2.801,1.4,11,0.0846153846153846,0.0830533084422319,9,0.0692307692307692,3.638655462184874,24,0.2769230769230769
work,M10O90-S4,2901,2.901,1.0,10,0.0769230769230769,0.0800871188550093,9,0.0692307692307692,3.683333333333333,24,0.2769230769230769
work,M10O90-S4,2901,2.901,1.2,10,0.0769230769230769,0.0800871188550093,9,0.0692307692307692,3.816666666666667,24,0.2692307692307692
work,M10O90-S4,2901,2.901,1.4,12,0.0923076923076923,0.0960589089400539,10,0.0769230769230769,4.016949152542373,24,0.2461538461538461
work,M10O90-S4,3001,3.001,1.0,11,0.0846153846153846,0.0851483094793611,11,0.0846153846153846,3.4201680672268906,29,0.2230769230769231
work,M10O90-S4,3001,3.001,1.2,11,0.0846153846153846,0.0851483094793611,11,0.0846153846153846,3.638655462184874,28,0.2153846153846154
work,M10O90-S4,3001,3.001,1.4,11,0.0846153846153846,0.0851483094793611,11,0.0846153846153846,3.689075630252101,29,0.1923076923076923
work,M10O90-S4,3101,3.101,1.0,8,0.0615384615384615,0.0615432482887367,8,0.0615384615384615,3.1475409836065573,24,0.3076923076923077
work,M10O90-S4,3101,3.101,1.2,8,0.0615384615384615,0.0615432482887367,8,0.0615384615384615,3.2295081967213117,24,0.2923076923076923
work,M10O90-S4,3101,3.101,1.4,8,0.0615384615384615,0.0615432482887367,8,0.0615384615384615,3.360655737704918,23,0.2923076923076923
work,M10O90-S4,3201,3.201,1.0,11,0.0846153846153846,0.0878241028832192,6,0.0461538461538461,2.831932773109244,25,0.3307692307692307
